Store #,City,Category,Declaration Category,Declared Items,UPC ,Cat,Sub-Cat,Action Needed,Reporting Category
77,TAYLOR,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
77,TAYLOR,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
77,TAYLOR,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
77,TAYLOR,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
77,TAYLOR,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
77,TAYLOR,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
77,TAYLOR,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
77,TAYLOR,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
77,TAYLOR,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
77,TAYLOR,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
77,TAYLOR,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk
77,TAYLOR,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
131,MOUNT PLEASANT,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
131,MOUNT PLEASANT,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
131,MOUNT PLEASANT,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
131,MOUNT PLEASANT,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
131,MOUNT PLEASANT,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
131,MOUNT PLEASANT,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
131,MOUNT PLEASANT,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
131,MOUNT PLEASANT,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
131,MOUNT PLEASANT,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
131,MOUNT PLEASANT,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
131,MOUNT PLEASANT,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
131,MOUNT PLEASANT,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
131,MOUNT PLEASANT,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
131,MOUNT PLEASANT,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
131,MOUNT PLEASANT,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
131,MOUNT PLEASANT,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
131,MOUNT PLEASANT,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
131,MOUNT PLEASANT,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
131,MOUNT PLEASANT,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
131,MOUNT PLEASANT,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
131,MOUNT PLEASANT,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk
131,MOUNT PLEASANT,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
131,MOUNT PLEASANT,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
131,MOUNT PLEASANT,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk
131,MOUNT PLEASANT,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
140,LUFKIN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
140,LUFKIN,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
140,LUFKIN,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
140,LUFKIN,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
140,LUFKIN,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
140,LUFKIN,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
140,LUFKIN,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
140,LUFKIN,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
140,LUFKIN,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
140,LUFKIN,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
140,LUFKIN,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
140,LUFKIN,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
140,LUFKIN,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
140,LUFKIN,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
140,LUFKIN,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
140,LUFKIN,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
140,LUFKIN,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
140,LUFKIN,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
140,LUFKIN,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
140,LUFKIN,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
140,LUFKIN,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
140,LUFKIN,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
140,LUFKIN,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk
140,LUFKIN,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
140,LUFKIN,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
140,LUFKIN,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk
140,LUFKIN,Milk,Fat Free Milk Quart,PRAIRIE FARMS HILAND Fat Free QT-032OZ,7206000086,52,1,,Milk
140,LUFKIN,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
146,GILMER,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
146,GILMER,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
146,GILMER,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
146,GILMER,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
146,GILMER,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
146,GILMER,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
146,GILMER,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
146,GILMER,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
146,GILMER,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
146,GILMER,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
146,GILMER,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
146,GILMER,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
146,GILMER,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
146,GILMER,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
146,GILMER,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
146,GILMER,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
146,GILMER,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
146,GILMER,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
146,GILMER,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
146,GILMER,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
146,GILMER,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
146,GILMER,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk
146,GILMER,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
146,GILMER,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
146,GILMER,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk
146,GILMER,Milk,Fat Free Milk Quart,PRAIRIE FARMS HILAND Fat Free QT-032OZ,7206000086,52,1,,Milk
146,GILMER,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
147,DENISON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
147,DENISON,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
147,DENISON,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
147,DENISON,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
147,DENISON,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
147,DENISON,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
147,DENISON,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
147,DENISON,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
147,DENISON,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
147,DENISON,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
147,DENISON,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
147,DENISON,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
147,DENISON,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
147,DENISON,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
147,DENISON,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
147,DENISON,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
147,DENISON,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
147,DENISON,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
147,DENISON,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
147,DENISON,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
147,DENISON,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
147,DENISON,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
147,DENISON,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
147,DENISON,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
147,DENISON,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
147,DENISON,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
147,DENISON,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
147,DENISON,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
147,DENISON,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
147,DENISON,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk
147,DENISON,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
147,DENISON,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
147,DENISON,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk
147,DENISON,Milk,Fat Free Milk Quart,PRAIRIE FARMS HILAND Fat Free QT-032OZ,7206000086,52,1,,Milk
147,DENISON,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
148,PARIS,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
148,PARIS,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Colby 16oz,7874243020,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
148,PARIS,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
148,PARIS,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
148,PARIS,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
148,PARIS,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
148,PARIS,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
148,PARIS,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
148,PARIS,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
148,PARIS,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
148,PARIS,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
148,PARIS,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
148,PARIS,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
148,PARIS,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
148,PARIS,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
148,PARIS,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
148,PARIS,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
148,PARIS,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
148,PARIS,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
148,PARIS,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
148,PARIS,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
148,PARIS,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
148,PARIS,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
148,PARIS,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk
148,PARIS,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
148,PARIS,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
148,PARIS,Milk,1% Milk Quart,PRAIRIE FARMS HILAND 1% QT-032OZ,7206000055,52,1,,Milk
148,PARIS,Milk,Fat Free Milk Quart,PRAIRIE FARMS HILAND Fat Free QT-032OZ,7206000086,52,1,,Milk
148,PARIS,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
158,BONHAM,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
158,BONHAM,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
158,BONHAM,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
158,BONHAM,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
158,BONHAM,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
158,BONHAM,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
158,BONHAM,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
158,BONHAM,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
158,BONHAM,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
158,BONHAM,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
158,BONHAM,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
158,BONHAM,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
158,BONHAM,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
158,BONHAM,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
158,BONHAM,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
158,BONHAM,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
158,BONHAM,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
158,BONHAM,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
158,BONHAM,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
158,BONHAM,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
158,BONHAM,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
158,BONHAM,Milk,Whole Milk Quart,PRAIRIE FARMS HILAND WHOLE QT-032OZ,7206000012,50,1,,Milk
