Store,Day of Week,Date,8 am -12 pm Dispense,12 pm - 4 pm Dispense,4 pm - 8 pm Dispense,10 pm-7 am Pick & Stage
2708,Friday,11/11/2022,1,1,1,0
2708,Saturday,11/12/2022,1,1,1,0
2708,Sunday,11/13/2022,1,1,1,0
2708,Monday,11/14/2022,0,0,0,6
2708,Tuesday,11/15/2022,4,4,4,5
2708,Wednesday,11/16/2022,4,4,4,0
2708,Thursday,11/17/2022,1,1,1,0
2708,Friday,11/18/2022,1,1,1,0
2708,Saturday,11/19/2022,1,1,1,0
2708,Sunday,11/20/2022,1,1,1,0
2708,Monday,11/21/2022,0,0,0,11
2708,Tuesday,11/22/2022,6,6,6,6
2708,Wednesday,11/23/2022,5,5,5,0
2708,Thursday,11/24/2022,0,0,0,5
2708,Friday,11/25/2022,5,5,5,0
2708,Saturday,11/26/2022,1,1,1,0
2708,Sunday,11/27/2022,1,1,1,0
2708,Monday,11/28/2022,1,1,1,0
2710,Monday,11/7/2022,0,0,0,4
2710,Tuesday,11/8/2022,4,4,4,3
2710,Wednesday,11/9/2022,4,4,4,0
2710,Thursday,11/10/2022,1,1,1,0
2710,Friday,11/11/2022,1,1,1,0
2710,Saturday,11/12/2022,1,1,1,0
2710,Sunday,11/13/2022,1,1,1,0
2710,Monday,11/14/2022,0,0,0,3
2710,Tuesday,11/15/2022,4,4,4,2
2710,Wednesday,11/16/2022,3,3,3,0
2710,Thursday,11/17/2022,1,1,1,0
2710,Friday,11/18/2022,1,1,1,0
2710,Saturday,11/19/2022,1,1,1,0
2710,Sunday,11/20/2022,1,1,1,0
2710,Monday,11/21/2022,0,0,0,7
2710,Tuesday,11/22/2022,7,7,7,4
2710,Wednesday,11/23/2022,4,4,4,0
2710,Thursday,11/24/2022,0,0,0,4
2710,Friday,11/25/2022,3,3,3,0
2710,Saturday,11/26/2022,1,1,1,0
2710,Sunday,11/27/2022,1,1,1,0
2710,Monday,11/28/2022,1,1,1,0
2711,Monday,11/7/2022,0,0,0,4
2711,Tuesday,11/8/2022,4,4,4,3
2711,Wednesday,11/9/2022,4,4,4,0
2711,Thursday,11/10/2022,1,1,1,0
2711,Friday,11/11/2022,1,1,1,0
2711,Saturday,11/12/2022,1,1,1,0
2711,Sunday,11/13/2022,1,1,1,0
2711,Monday,11/14/2022,0,0,0,3
2711,Tuesday,11/15/2022,4,4,4,3
2711,Wednesday,11/16/2022,3,3,3,0
2711,Thursday,11/17/2022,1,1,1,0
2711,Friday,11/18/2022,1,1,1,0
2711,Saturday,11/19/2022,1,1,1,0
2711,Sunday,11/20/2022,1,1,1,0
2711,Monday,11/21/2022,0,0,0,6
2711,Tuesday,11/22/2022,6,6,6,4
2711,Wednesday,11/23/2022,4,4,4,0
2711,Thursday,11/24/2022,0,0,0,3
2711,Friday,11/25/2022,3,3,3,0
2711,Saturday,11/26/2022,1,1,1,0
2711,Sunday,11/27/2022,1,1,1,0
2711,Monday,11/28/2022,1,1,1,0
2712,Monday,11/7/2022,0,0,0,5
2712,Tuesday,11/8/2022,4,4,4,4
2712,Wednesday,11/9/2022,4,4,4,0
2712,Thursday,11/10/2022,1,1,1,0
2712,Friday,11/11/2022,1,1,1,0
2712,Saturday,11/12/2022,1,1,1,0
2712,Sunday,11/13/2022,1,1,1,0
2712,Monday,11/14/2022,0,0,0,5
2712,Tuesday,11/15/2022,3,3,3,4
2712,Wednesday,11/16/2022,3,3,3,0
2712,Thursday,11/17/2022,1,1,1,0
2712,Friday,11/18/2022,1,1,1,0
2712,Saturday,11/19/2022,1,1,1,0
2712,Sunday,11/20/2022,1,1,1,0
2712,Monday,11/21/2022,0,0,0,11
2712,Tuesday,11/22/2022,6,6,6,6
2712,Wednesday,11/23/2022,5,5,5,0
2712,Thursday,11/24/2022,0,0,0,6
2712,Friday,11/25/2022,4,4,4,0
2712,Saturday,11/26/2022,1,1,1,0
2712,Sunday,11/27/2022,1,1,1,0
2712,Monday,11/28/2022,1,1,1,0
2713,Monday,11/7/2022,0,0,0,6
2713,Tuesday,11/8/2022,6,6,5,4
2713,Wednesday,11/9/2022,6,6,5,0
2713,Thursday,11/10/2022,1,1,1,0
2713,Friday,11/11/2022,1,1,1,0
2713,Saturday,11/12/2022,1,1,1,0
2713,Sunday,11/13/2022,1,1,1,0
2713,Monday,11/14/2022,0,0,0,4
2713,Tuesday,11/15/2022,4,4,3,3
2713,Wednesday,11/16/2022,4,4,3,0
2713,Thursday,11/17/2022,1,1,1,0
2713,Friday,11/18/2022,1,1,1,0
2713,Saturday,11/19/2022,1,1,1,0
2713,Sunday,11/20/2022,1,1,1,0
2713,Monday,11/21/2022,0,0,0,11
2713,Tuesday,11/22/2022,7,7,6,6
2713,Wednesday,11/23/2022,6,6,5,0
2713,Thursday,11/24/2022,0,0,0,5
2713,Friday,11/25/2022,6,6,5,0
2713,Saturday,11/26/2022,1,1,1,0
2713,Sunday,11/27/2022,1,1,1,0
2713,Monday,11/28/2022,1,1,1,0
2714,Monday,11/7/2022,0,0,0,5
2714,Tuesday,11/8/2022,4,4,4,3
2714,Wednesday,11/9/2022,4,4,4,0
2714,Thursday,11/10/2022,1,1,1,0
2714,Friday,11/11/2022,1,1,1,0
2714,Saturday,11/12/2022,1,1,1,0
2714,Sunday,11/13/2022,1,1,1,0
2714,Monday,11/14/2022,0,0,0,4
2714,Tuesday,11/15/2022,4,4,4,3
2714,Wednesday,11/16/2022,3,3,3,0
2714,Thursday,11/17/2022,1,1,1,0
2714,Friday,11/18/2022,1,1,1,0
2714,Saturday,11/19/2022,1,1,1,0
2714,Sunday,11/20/2022,1,1,1,0
2714,Monday,11/21/2022,0,0,0,8
2714,Tuesday,11/22/2022,8,8,8,4
2714,Wednesday,11/23/2022,4,4,4,0
2714,Thursday,11/24/2022,0,0,0,4
2714,Friday,11/25/2022,3,3,3,0
2714,Saturday,11/26/2022,1,1,1,0
2714,Sunday,11/27/2022,1,1,1,0
2714,Monday,11/28/2022,1,1,1,0
2715,Monday,11/7/2022,0,0,0,6
2715,Tuesday,11/8/2022,4,4,4,4
2715,Wednesday,11/9/2022,4,4,4,0
2715,Thursday,11/10/2022,3,3,3,0
2715,Friday,11/11/2022,1,1,1,0
2715,Saturday,11/12/2022,1,1,1,0
2715,Sunday,11/13/2022,1,1,1,0
2715,Monday,11/14/2022,0,0,0,6
2715,Tuesday,11/15/2022,4,4,4,5
2715,Wednesday,11/16/2022,4,4,4,0
2715,Thursday,11/17/2022,1,1,1,0
2715,Friday,11/18/2022,1,1,1,0
2715,Saturday,11/19/2022,1,1,1,0
2715,Sunday,11/20/2022,1,1,1,0
2715,Monday,11/21/2022,0,0,0,11
2715,Tuesday,11/22/2022,4,4,4,6
2715,Wednesday,11/23/2022,4,4,4,0
2715,Thursday,11/24/2022,0,0,0,6
2715,Friday,11/25/2022,4,4,4,0
2715,Saturday,11/26/2022,3,3,3,0
2715,Sunday,11/27/2022,3,3,3,0
2715,Monday,11/28/2022,1,1,1,0
2716,Monday,11/7/2022,0,0,0,4
2716,Tuesday,11/8/2022,3,3,3,3
2716,Wednesday,11/9/2022,3,3,3,0
2716,Thursday,11/10/2022,3,3,3,0
2716,Friday,11/11/2022,1,1,1,0
2716,Saturday,11/12/2022,1,1,1,0
2716,Sunday,11/13/2022,1,1,1,0
2716,Monday,11/14/2022,0,0,0,4
2716,Tuesday,11/15/2022,3,3,3,4
2716,Wednesday,11/16/2022,3,3,3,0
2716,Thursday,11/17/2022,1,1,1,0
2716,Friday,11/18/2022,1,1,1,0
2716,Saturday,11/19/2022,1,1,1,0
2716,Sunday,11/20/2022,1,1,1,0
2716,Monday,11/21/2022,0,0,0,8
2716,Tuesday,11/22/2022,3,3,3,5
2716,Wednesday,11/23/2022,3,3,3,0
2716,Thursday,11/24/2022,0,0,0,5
2716,Friday,11/25/2022,4,4,4,0
2716,Saturday,11/26/2022,3,3,3,0
2716,Sunday,11/27/2022,3,3,3,0
2716,Monday,11/28/2022,1,1,1,0
2717,Monday,11/7/2022,0,0,0,4
2717,Tuesday,11/8/2022,4,4,4,3
2717,Wednesday,11/9/2022,4,4,4,0
2717,Thursday,11/10/2022,1,1,1,0
2717,Friday,11/11/2022,1,1,1,0
2717,Saturday,11/12/2022,1,1,1,0
2717,Sunday,11/13/2022,1,1,1,0
2717,Monday,11/14/2022,0,0,0,4
2717,Tuesday,11/15/2022,3,3,3,3
2717,Wednesday,11/16/2022,3,3,3,0
2717,Thursday,11/17/2022,1,1,1,0
2717,Friday,11/18/2022,1,1,1,0
2717,Saturday,11/19/2022,1,1,1,0
2717,Sunday,11/20/2022,1,1,1,0
2717,Monday,11/21/2022,0,0,0,8
2717,Tuesday,11/22/2022,5,5,5,4
2717,Wednesday,11/23/2022,4,4,4,0
2717,Thursday,11/24/2022,0,0,0,4
2717,Friday,11/25/2022,4,4,4,0
2717,Saturday,11/26/2022,1,1,1,0
2717,Sunday,11/27/2022,1,1,1,0
2717,Monday,11/28/2022,1,1,1,0
2718,Monday,11/7/2022,0,0,0,7
2718,Tuesday,11/8/2022,5,5,5,5
2718,Wednesday,11/9/2022,5,5,5,0
2718,Thursday,11/10/2022,1,1,1,0
2718,Friday,11/11/2022,1,1,1,0
2718,Saturday,11/12/2022,1,1,1,0
2718,Sunday,11/13/2022,1,1,1,0
2718,Monday,11/14/2022,0,0,0,5
2718,Tuesday,11/15/2022,4,4,4,4
2718,Wednesday,11/16/2022,3,3,3,0
2718,Thursday,11/17/2022,1,1,1,0
2718,Friday,11/18/2022,1,1,1,0
2718,Saturday,11/19/2022,1,1,1,0
2718,Sunday,11/20/2022,1,1,1,0
2718,Monday,11/21/2022,0,0,0,11
2718,Tuesday,11/22/2022,9,9,9,6
2718,Wednesday,11/23/2022,5,5,5,0
2718,Thursday,11/24/2022,0,0,0,6
2718,Friday,11/25/2022,4,4,4,0
2718,Saturday,11/26/2022,1,1,1,0
2718,Sunday,11/27/2022,1,1,1,0
2718,Monday,11/28/2022,1,1,1,0
2719,Monday,11/7/2022,0,0,0,4
2719,Tuesday,11/8/2022,3,3,3,3
2719,Wednesday,11/9/2022,3,3,3,0
2719,Thursday,11/10/2022,3,3,3,0
2719,Friday,11/11/2022,1,1,1,0
2719,Saturday,11/12/2022,1,1,1,0
2719,Sunday,11/13/2022,1,1,1,0
2719,Monday,11/14/2022,0,0,0,5
2719,Tuesday,11/15/2022,4,4,4,4
2719,Wednesday,11/16/2022,4,4,4,0
2719,Thursday,11/17/2022,1,1,1,0
2719,Friday,11/18/2022,1,1,1,0
2719,Saturday,11/19/2022,1,1,1,0
2719,Sunday,11/20/2022,1,1,1,0
2719,Monday,11/21/2022,0,0,0,7
2719,Tuesday,11/22/2022,3,3,3,4
2719,Wednesday,11/23/2022,3,3,3,0
2719,Thursday,11/24/2022,0,0,0,4
2719,Friday,11/25/2022,3,3,3,0
2719,Saturday,11/26/2022,3,3,3,0
2719,Sunday,11/27/2022,3,3,3,0
2719,Monday,11/28/2022,1,1,1,0
2720,Monday,11/7/2022,0,0,0,6
2720,Tuesday,11/8/2022,5,5,5,4
2720,Wednesday,11/9/2022,5,5,5,0
2720,Thursday,11/10/2022,1,1,1,0
2720,Friday,11/11/2022,1,1,1,0
2720,Saturday,11/12/2022,1,1,1,0
2720,Sunday,11/13/2022,1,1,1,0
2720,Monday,11/14/2022,0,0,0,4
2720,Tuesday,11/15/2022,3,3,3,3
2720,Wednesday,11/16/2022,3,3,3,0
2720,Thursday,11/17/2022,1,1,1,0
2720,Friday,11/18/2022,1,1,1,0
2720,Saturday,11/19/2022,1,1,1,0
2720,Sunday,11/20/2022,1,1,1,0
2720,Monday,11/21/2022,0,0,0,11
2720,Tuesday,11/22/2022,6,6,6,6
2720,Wednesday,11/23/2022,5,5,5,0
2720,Thursday,11/24/2022,0,0,0,6
2720,Friday,11/25/2022,4,4,4,0
2720,Saturday,11/26/2022,1,1,1,0
2720,Sunday,11/27/2022,1,1,1,0
2720,Monday,11/28/2022,1,1,1,0
2722,Monday,11/7/2022,0,0,0,5
2722,Tuesday,11/8/2022,3,3,3,4
2722,Wednesday,11/9/2022,3,3,3,0
2722,Thursday,11/10/2022,3,3,3,0
2722,Friday,11/11/2022,3,3,3,0
2722,Saturday,11/12/2022,3,3,3,0
2722,Sunday,11/13/2022,1,1,1,0
2722,Monday,11/14/2022,0,0,0,6
2722,Tuesday,11/15/2022,3,3,3,5
2722,Wednesday,11/16/2022,3,3,3,0
2722,Thursday,11/17/2022,3,3,3,0
2722,Friday,11/18/2022,1,1,1,0
2722,Saturday,11/19/2022,1,1,1,0
2722,Sunday,11/20/2022,1,1,1,0
2722,Monday,11/21/2022,0,0,0,9
2722,Tuesday,11/22/2022,3,3,3,6
2722,Wednesday,11/23/2022,3,3,3,0
2722,Thursday,11/24/2022,0,0,0,6
2722,Friday,11/25/2022,3,3,3,0
2722,Saturday,11/26/2022,3,3,3,0
2722,Sunday,11/27/2022,3,3,3,0
2722,Monday,11/28/2022,1,1,1,0
2723,Monday,11/7/2022,0,0,0,6
2723,Tuesday,11/8/2022,4,4,4,5
2723,Wednesday,11/9/2022,4,4,4,0
2723,Thursday,11/10/2022,4,4,4,0
2723,Friday,11/11/2022,1,1,1,0
2723,Saturday,11/12/2022,1,1,1,0
2723,Sunday,11/13/2022,1,1,1,0
2723,Monday,11/14/2022,0,0,0,4
2723,Tuesday,11/15/2022,3,3,3,4
2723,Wednesday,11/16/2022,3,3,3,0
2723,Thursday,11/17/2022,1,1,1,0
2723,Friday,11/18/2022,1,1,1,0
2723,Saturday,11/19/2022,1,1,1,0
2723,Sunday,11/20/2022,1,1,1,0
2723,Monday,11/21/2022,0,0,0,7
2723,Tuesday,11/22/2022,3,3,3,4
2723,Wednesday,11/23/2022,3,3,3,0
2723,Thursday,11/24/2022,0,0,0,4
2723,Friday,11/25/2022,3,3,3,0
2723,Saturday,11/26/2022,3,3,3,0
2723,Sunday,11/27/2022,3,3,3,0
2723,Monday,11/28/2022,1,1,1,0
2724,Monday,11/7/2022,0,0,0,5
2724,Tuesday,11/8/2022,5,5,4,4
2724,Wednesday,11/9/2022,5,5,4,0
2724,Thursday,11/10/2022,1,1,1,0
2724,Friday,11/11/2022,1,1,1,0
2724,Saturday,11/12/2022,1,1,1,0
2724,Sunday,11/13/2022,1,1,1,0
2724,Monday,11/14/2022,0,0,0,4
2724,Tuesday,11/15/2022,4,4,3,4
2724,Wednesday,11/16/2022,4,4,3,0
2724,Thursday,11/17/2022,1,1,1,0
2724,Friday,11/18/2022,1,1,1,0
2724,Saturday,11/19/2022,1,1,1,0
2724,Sunday,11/20/2022,1,1,1,0
2724,Monday,11/21/2022,0,0,0,12
2724,Tuesday,11/22/2022,7,7,6,7
2724,Wednesday,11/23/2022,7,7,6,0
2724,Thursday,11/24/2022,0,0,0,7
2724,Friday,11/25/2022,6,6,5,0
2724,Saturday,11/26/2022,1,1,1,0
2724,Sunday,11/27/2022,1,1,1,0
2724,Monday,11/28/2022,1,1,1,0
2725,Monday,11/7/2022,0,0,0,5
2725,Tuesday,11/8/2022,5,5,4,4
2725,Wednesday,11/9/2022,5,5,4,0
2725,Thursday,11/10/2022,1,1,1,0
2725,Friday,11/11/2022,1,1,1,0
2725,Saturday,11/12/2022,1,1,1,0
2725,Sunday,11/13/2022,1,1,1,0
2725,Monday,11/14/2022,0,0,0,4
2725,Tuesday,11/15/2022,4,4,3,3
2725,Wednesday,11/16/2022,4,4,3,0
2725,Thursday,11/17/2022,1,1,1,0
2725,Friday,11/18/2022,1,1,1,0
2725,Saturday,11/19/2022,1,1,1,0
2725,Sunday,11/20/2022,1,1,1,0
2725,Monday,11/21/2022,0,0,0,9
2725,Tuesday,11/22/2022,6,6,5,5
2725,Wednesday,11/23/2022,6,6,5,0
2725,Thursday,11/24/2022,0,0,0,5
2725,Friday,11/25/2022,5,5,4,0
2725,Saturday,11/26/2022,1,1,1,0
2725,Sunday,11/27/2022,1,1,1,0
2725,Monday,11/28/2022,1,1,1,0
2726,Monday,11/7/2022,0,0,0,6
2726,Tuesday,11/8/2022,6,6,5,5
2726,Wednesday,11/9/2022,6,6,5,0
2726,Thursday,11/10/2022,1,1,1,0
2726,Friday,11/11/2022,1,1,1,0
2726,Saturday,11/12/2022,1,1,1,0
2726,Sunday,11/13/2022,1,1,1,0
2726,Monday,11/14/2022,0,0,0,5
2726,Tuesday,11/15/2022,4,4,3,4
2726,Wednesday,11/16/2022,4,4,3,0
2726,Thursday,11/17/2022,1,1,1,0
2726,Friday,11/18/2022,1,1,1,0
2726,Saturday,11/19/2022,1,1,1,0
2726,Sunday,11/20/2022,1,1,1,0
2726,Monday,11/21/2022,0,0,0,10
2726,Tuesday,11/22/2022,6,6,5,6
2726,Wednesday,11/23/2022,5,5,4,0
2726,Thursday,11/24/2022,0,0,0,6
2726,Friday,11/25/2022,4,4,3,0
2726,Saturday,11/26/2022,4,4,3,0
2726,Sunday,11/27/2022,1,1,1,0
2726,Monday,11/28/2022,1,1,1,0
2727,Monday,11/7/2022,0,0,0,6
2727,Tuesday,11/8/2022,5,5,4,4
2727,Wednesday,11/9/2022,5,5,4,0
2727,Thursday,11/10/2022,1,1,1,0
2727,Friday,11/11/2022,1,1,1,0
2727,Saturday,11/12/2022,1,1,1,0
2727,Sunday,11/13/2022,1,1,1,0
2727,Monday,11/14/2022,0,0,0,5
2727,Tuesday,11/15/2022,4,4,3,4
2727,Wednesday,11/16/2022,4,4,3,0
2727,Thursday,11/17/2022,1,1,1,0
2727,Friday,11/18/2022,1,1,1,0
2727,Saturday,11/19/2022,1,1,1,0
2727,Sunday,11/20/2022,1,1,1,0
2727,Monday,11/21/2022,0,0,0,11
2727,Tuesday,11/22/2022,7,7,6,6
2727,Wednesday,11/23/2022,6,6,5,0
2727,Thursday,11/24/2022,0,0,0,6
2727,Friday,11/25/2022,5,5,4,0
2727,Saturday,11/26/2022,1,1,1,0
2727,Sunday,11/27/2022,1,1,1,0
2727,Monday,11/28/2022,1,1,1,0
2728,Monday,11/7/2022,0,0,0,5
2728,Tuesday,11/8/2022,4,4,4,3
2728,Wednesday,11/9/2022,4,4,4,0
2728,Thursday,11/10/2022,1,1,1,0
2728,Friday,11/11/2022,1,1,1,0
2728,Saturday,11/12/2022,1,1,1,0
2728,Sunday,11/13/2022,1,1,1,0
2728,Monday,11/14/2022,0,0,0,4
2728,Tuesday,11/15/2022,3,3,3,3
2728,Wednesday,11/16/2022,3,3,3,0
2728,Thursday,11/17/2022,1,1,1,0
2728,Friday,11/18/2022,1,1,1,0
2728,Saturday,11/19/2022,1,1,1,0
2728,Sunday,11/20/2022,1,1,1,0
2728,Monday,11/21/2022,0,0,0,8
2728,Tuesday,11/22/2022,5,5,5,5
2728,Wednesday,11/23/2022,5,5,5,0
2728,Thursday,11/24/2022,0,0,0,4
2728,Friday,11/25/2022,4,4,4,0
2728,Saturday,11/26/2022,1,1,1,0
2728,Sunday,11/27/2022,1,1,1,0
2728,Monday,11/28/2022,1,1,1,0
2729,Monday,11/7/2022,0,0,0,5
2729,Tuesday,11/8/2022,3,3,3,4
2729,Wednesday,11/9/2022,3,3,3,0
2729,Thursday,11/10/2022,3,3,3,0
2729,Friday,11/11/2022,1,1,1,0
2729,Saturday,11/12/2022,1,1,1,0
2729,Sunday,11/13/2022,1,1,1,0
2729,Monday,11/14/2022,0,0,0,4
2729,Tuesday,11/15/2022,4,4,4,4
2729,Wednesday,11/16/2022,4,4,4,0
2729,Thursday,11/17/2022,1,1,1,0
2729,Friday,11/18/2022,1,1,1,0
2729,Saturday,11/19/2022,1,1,1,0
2729,Sunday,11/20/2022,1,1,1,0
2729,Monday,11/21/2022,0,0,0,7
2729,Tuesday,11/22/2022,4,4,4,4
2729,Wednesday,11/23/2022,4,4,4,0
2729,Thursday,11/24/2022,0,0,0,4
2729,Friday,11/25/2022,3,3,3,0
2729,Saturday,11/26/2022,3,3,3,0
2729,Sunday,11/27/2022,1,1,1,0
2729,Monday,11/28/2022,1,1,1,0
2730,Monday,11/7/2022,0,0,0,4
2730,Tuesday,11/8/2022,3,3,3,3
2730,Wednesday,11/9/2022,3,3,3,0
2730,Thursday,11/10/2022,3,3,3,0
2730,Friday,11/11/2022,3,3,3,0
2730,Saturday,11/12/2022,3,3,3,0
2730,Sunday,11/13/2022,1,1,1,0
2730,Monday,11/14/2022,0,0,0,4
2730,Tuesday,11/15/2022,3,3,3,3
2730,Wednesday,11/16/2022,3,3,3,0
2730,Thursday,11/17/2022,1,1,1,0
2730,Friday,11/18/2022,1,1,1,0
2730,Saturday,11/19/2022,1,1,1,0
2730,Sunday,11/20/2022,1,1,1,0
2730,Monday,11/21/2022,0,0,0,7
2730,Tuesday,11/22/2022,3,3,3,5
2730,Wednesday,11/23/2022,3,3,3,0
2730,Thursday,11/24/2022,0,0,0,4
2730,Friday,11/25/2022,3,3,3,0
2730,Saturday,11/26/2022,3,3,3,0
2730,Sunday,11/27/2022,3,3,3,0
2730,Monday,11/28/2022,1,1,1,0
2732,Monday,11/7/2022,0,0,0,5
2732,Tuesday,11/8/2022,4,4,4,4
2732,Wednesday,11/9/2022,4,4,4,0
2732,Thursday,11/10/2022,1,1,1,0
2732,Friday,11/11/2022,1,1,1,0
2732,Saturday,11/12/2022,1,1,1,0
2732,Sunday,11/13/2022,1,1,1,0
2732,Monday,11/14/2022,0,0,0,4
2732,Tuesday,11/15/2022,3,3,3,3
2732,Wednesday,11/16/2022,3,3,3,0
2732,Thursday,11/17/2022,1,1,1,0
2732,Friday,11/18/2022,1,1,1,0
2732,Saturday,11/19/2022,1,1,1,0
2732,Sunday,11/20/2022,1,1,1,0
2732,Monday,11/21/2022,0,0,0,10
2732,Tuesday,11/22/2022,6,6,6,5
2732,Wednesday,11/23/2022,5,5,5,0
2732,Thursday,11/24/2022,0,0,0,5
2732,Friday,11/25/2022,4,4,4,0
2732,Saturday,11/26/2022,1,1,1,0
2732,Sunday,11/27/2022,1,1,1,0
2732,Monday,11/28/2022,1,1,1,0
2733,Monday,11/7/2022,0,0,0,5
2733,Tuesday,11/8/2022,4,4,4,3
2733,Wednesday,11/9/2022,4,4,4,0
2733,Thursday,11/10/2022,1,1,1,0
2733,Friday,11/11/2022,1,1,1,0
2733,Saturday,11/12/2022,1,1,1,0
2733,Sunday,11/13/2022,1,1,1,0
2733,Monday,11/14/2022,0,0,0,4
2733,Tuesday,11/15/2022,3,3,3,3
2733,Wednesday,11/16/2022,3,3,3,0
2733,Thursday,11/17/2022,1,1,1,0
2733,Friday,11/18/2022,1,1,1,0
2733,Saturday,11/19/2022,1,1,1,0
2733,Sunday,11/20/2022,1,1,1,0
2733,Monday,11/21/2022,0,0,0,8
2733,Tuesday,11/22/2022,5,5,5,5
2733,Wednesday,11/23/2022,5,5,5,0
2733,Thursday,11/24/2022,0,0,0,4
2733,Friday,11/25/2022,4,4,4,0
2733,Saturday,11/26/2022,1,1,1,0
2733,Sunday,11/27/2022,1,1,1,0
2733,Monday,11/28/2022,1,1,1,0
2734,Monday,11/7/2022,0,0,0,4
2734,Tuesday,11/8/2022,5,5,4,3
2734,Wednesday,11/9/2022,5,5,4,0
2734,Thursday,11/10/2022,1,1,1,0
2734,Friday,11/11/2022,1,1,1,0
2734,Saturday,11/12/2022,1,1,1,0
2734,Sunday,11/13/2022,1,1,1,0
2734,Monday,11/14/2022,0,0,0,4
2734,Tuesday,11/15/2022,4,4,3,3
2734,Wednesday,11/16/2022,4,4,3,0
2734,Thursday,11/17/2022,1,1,1,0
2734,Friday,11/18/2022,1,1,1,0
2734,Saturday,11/19/2022,1,1,1,0
2734,Sunday,11/20/2022,1,1,1,0
2734,Monday,11/21/2022,0,0,0,8
2734,Tuesday,11/22/2022,6,6,5,4
2734,Wednesday,11/23/2022,6,6,5,0
2734,Thursday,11/24/2022,0,0,0,4
2734,Friday,11/25/2022,5,5,4,0
2734,Saturday,11/26/2022,1,1,1,0
2734,Sunday,11/27/2022,1,1,1,0
2734,Monday,11/28/2022,1,1,1,0
2735,Monday,11/7/2022,0,0,0,5
2735,Tuesday,11/8/2022,5,5,4,4
2735,Wednesday,11/9/2022,5,5,4,0
2735,Thursday,11/10/2022,1,1,1,0
2735,Friday,11/11/2022,1,1,1,0
2735,Saturday,11/12/2022,1,1,1,0
2735,Sunday,11/13/2022,1,1,1,0
2735,Monday,11/14/2022,0,0,0,5
2735,Tuesday,11/15/2022,5,5,4,4
2735,Wednesday,11/16/2022,5,5,4,0
2735,Thursday,11/17/2022,1,1,1,0
2735,Friday,11/18/2022,1,1,1,0
2735,Saturday,11/19/2022,1,1,1,0
2735,Sunday,11/20/2022,1,1,1,0
2735,Monday,11/21/2022,0,0,0,9
2735,Tuesday,11/22/2022,6,6,5,5
2735,Wednesday,11/23/2022,6,6,5,0
2735,Thursday,11/24/2022,0,0,0,5
2735,Friday,11/25/2022,5,5,4,0
2735,Saturday,11/26/2022,1,1,1,0
2735,Sunday,11/27/2022,1,1,1,0
2735,Monday,11/28/2022,1,1,1,0
2739,Monday,11/7/2022,0,0,0,4
2739,Tuesday,11/8/2022,4,4,4,3
2739,Wednesday,11/9/2022,4,4,4,0
2739,Thursday,11/10/2022,1,1,1,0
2739,Friday,11/11/2022,1,1,1,0
2739,Saturday,11/12/2022,1,1,1,0
2739,Sunday,11/13/2022,1,1,1,0
2739,Monday,11/14/2022,0,0,0,3
2739,Tuesday,11/15/2022,3,3,3,3
2739,Wednesday,11/16/2022,3,3,3,0
2739,Thursday,11/17/2022,1,1,1,0
2739,Friday,11/18/2022,1,1,1,0
2739,Saturday,11/19/2022,1,1,1,0
2739,Sunday,11/20/2022,1,1,1,0
2739,Monday,11/21/2022,0,0,0,8
2739,Tuesday,11/22/2022,5,5,5,4
2739,Wednesday,11/23/2022,5,5,5,0
2739,Thursday,11/24/2022,0,0,0,4
2739,Friday,11/25/2022,4,4,4,0
2739,Saturday,11/26/2022,1,1,1,0
2739,Sunday,11/27/2022,1,1,1,0
2739,Monday,11/28/2022,1,1,1,0
2740,Monday,11/7/2022,0,0,0,5
2740,Tuesday,11/8/2022,5,5,4,4
2740,Wednesday,11/9/2022,5,5,4,0
2740,Thursday,11/10/2022,1,1,1,0
2740,Friday,11/11/2022,1,1,1,0
2740,Saturday,11/12/2022,1,1,1,0
2740,Sunday,11/13/2022,1,1,1,0
2740,Monday,11/14/2022,0,0,0,5
2740,Tuesday,11/15/2022,4,4,3,4
2740,Wednesday,11/16/2022,4,4,3,0
2740,Thursday,11/17/2022,1,1,1,0
2740,Friday,11/18/2022,1,1,1,0
2740,Saturday,11/19/2022,1,1,1,0
2740,Sunday,11/20/2022,1,1,1,0
2740,Monday,11/21/2022,0,0,0,9
2740,Tuesday,11/22/2022,6,6,5,5
2740,Wednesday,11/23/2022,6,6,5,0
2740,Thursday,11/24/2022,0,0,0,5
2740,Friday,11/25/2022,5,5,4,0
2740,Saturday,11/26/2022,1,1,1,0
2740,Sunday,11/27/2022,1,1,1,0
2740,Monday,11/28/2022,1,1,1,0
2747,Monday,11/7/2022,0,0,0,5
2747,Tuesday,11/8/2022,4,4,4,4
2747,Wednesday,11/9/2022,3,3,3,0
2747,Thursday,11/10/2022,3,3,3,0
2747,Friday,11/11/2022,1,1,1,0
2747,Saturday,11/12/2022,1,1,1,0
2747,Sunday,11/13/2022,1,1,1,0
2747,Monday,11/14/2022,0,0,0,6
2747,Tuesday,11/15/2022,4,4,4,5
2747,Wednesday,11/16/2022,3,3,3,0
2747,Thursday,11/17/2022,3,3,3,0
2747,Friday,11/18/2022,1,1,1,0
2747,Saturday,11/19/2022,1,1,1,0
2747,Sunday,11/20/2022,1,1,1,0
2747,Monday,11/21/2022,0,0,0,8
2747,Tuesday,11/22/2022,3,3,3,5
