DC Number,Type,Date,Application,Summary,Status,Change Link,CHG NUMBER
7079,Ehnacement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=fe07bd91478ba25c4e8db5f4236d43da&recordUrl=change_request.do%3Fsys_id%3Dfe07bd91478ba25c4e8db5f4236d43da&sysparm_stack=&sysparm_view=,CHG3375797
7079,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
7079,Ehnacement,8/1/2025,Shore,Truncates unused invoice tables in Shore to reduce cloud storage costs.,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=ac551cc9c3c3ae5890873adb05013179&recordUrl=change_request.do%3Fsys_id%3Dac551cc9c3c3ae5890873adb05013179&sysparm_stack=&sysparm_view=,CHG3372238
7079,Ehnacement,7/31/2025,Shore,Piloted secure headers in Shore services for improved authorization,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e093fa4dc3c7e29890873adb050131b1&recordUrl=change_request.do%3Fsys_id%3De093fa4dc3c7e29890873adb050131b1&sysparm_stack=&sysparm_view=,CHG3373677
7079,Ehnacement,7/30/2025,Shore,Enables the BOL lifecycle feature in Atlas Shore ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b124d708870b66d88992eb5d0ebb353d&recordUrl=change_request.do%3Fsys_id%3Db124d708870b66d88992eb5d0ebb353d&sysparm_stack=&sysparm_view=,CHG3370290
7079,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
7079,Ehnacement,7/30/2025,Shore,Updated Shore system security credentials,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6563a0dc38be29890873adb050131b4&recordUrl=change_request.do%3Fsys_id%3Da6563a0dc38be29890873adb050131b4&sysparm_stack=&sysparm_view=,CHG3373753
7084,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
7084,Ehnacement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=,CHG3376257
7084,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
7084,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
8348,Ehnacement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=,CHG3376257
8348,Ehnacement,7/29/2025,ICQA,Deploys pallet rounding bug fix and enables new slotting features ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=21fd85b397b22ed474c3f52f2153af15&recordUrl=change_request.do%3Fsys_id%3D21fd85b397b22ed474c3f52f2153af15&sysparm_stack=&sysparm_view=,CHG3366594
8348,Ehnacement,7/31/2025,ESS,Replaces the expiring JKS file with a new one for eSalvage batch load in Grocery DCs to maintain secure connections.,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b65a5b51478f221c4757b5f4236d43aa&recordUrl=change_request.do%3Fsys_id%3Db65a5b51478f221c4757b5f4236d43aa&sysparm_stack=&sysparm_view=,CHG3376618
8397,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
8397,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
8397,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
8397,Ehnacement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=,CHG3376257
8851,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
8851,Ehnacement,8/4/2025,Receiving,Updates the Atlas-Receiving app to use a new dcFin WAC base URL for multiple Grocery DCs ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6d4a4b1987c32e5c8992eb5d0ebb35a7&recordUrl=change_request.do%3Fsys_id%3D6d4a4b1987c32e5c8992eb5d0ebb35a7&sysparm_stack=&sysparm_view=,CHG3376463
8852,Ehnacement,7/28/2025,Order Fulfillment,Deploys Order Fulfillment bug fixes and enhancements ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=46506db347fee618941906f0a36d43fa&recordUrl=change_request.do%3Fsys_id%3D46506db347fee618941906f0a36d43fa&sysparm_stack=&sysparm_view=,CHG3366741
8852,Ehnacement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=,CHG3374345
8852,Ehnacement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=,CHG3379889
8852,Ehnacement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=,CHG3376257
7013,Ehnacement,7/28/2025,WTD,Deploys WTD 2.0 enhancements and bug fixes ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6a22890b9772ee5474c3f52f2153afab&recordUrl=change_request.do%3Fsys_id%3D6a22890b9772ee5474c3f52f2153afab&sysparm_stack=&sysparm_view=,CHG3358315
3010,Ehnacement,7/29/2025,WTD,Deploys WTD 2.0 enhancements and bug fixes ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=42da5bef87f6eed4d32143b6cebb35db&recordUrl=change_request.do%3Fsys_id%3D42da5bef87f6eed4d32143b6cebb35db&sysparm_stack=&sysparm_view=,CHG3365444
8852,Ehnacement,7/29/2025,Inventory,Updated backend database configuration for accurate processing,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6095a0cd8703aa1c8992eb5d0ebb3504&recordUrl=change_request.do%3Fsys_id%3D6095a0cd8703aa1c8992eb5d0ebb3504&sysparm_stack=&sysparm_view=,CHG3372353
7048,Ehnacement,7/31/2025,ESS,Enabling Address Book feature for Enterprise Salvage Solution at Grocery DCs.,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=94b0a2d9c347e2d8b7d93adb05013147&recordUrl=change_request.do%3Fsys_id%3D94b0a2d9c347e2d8b7d93adb05013147&sysparm_stack=&sysparm_view=,CHG3376183
7010,Ehnacement,8/4/2025,Order Fulfillment,Enables pilot CCM config changes for Trip Handout 1.0 (congestion focus),,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4de794ad4787e6d8e7b7be74236d433b&recordUrl=change_request.do%3Fsys_id%3D4de794ad4787e6d8e7b7be74236d433b&sysparm_stack=&sysparm_view=,CHG3377591
7021,Ehnacement,7/28/2025,WTD,Deploys WTD 2.0 enhancements and bug fixes ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6a22890b9772ee5474c3f52f2153afab&recordUrl=change_request.do%3Fsys_id%3D6a22890b9772ee5474c3f52f2153afab&sysparm_stack=&sysparm_view=,CHG3358315
7047,Ehnacement,7/28/2025,WTD,Deploys WTD 2.0 enhancements and bug fixes ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6a22890b9772ee5474c3f52f2153afab&recordUrl=change_request.do%3Fsys_id%3D6a22890b9772ee5474c3f52f2153afab&sysparm_stack=&sysparm_view=,CHG3358315
7048,Ehnacement,7/28/2025,WTD,Deploys WTD 2.0 enhancements and bug fixes ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6a22890b9772ee5474c3f52f2153afab&recordUrl=change_request.do%3Fsys_id%3D6a22890b9772ee5474c3f52f2153afab&sysparm_stack=&sysparm_view=,CHG3358315
7077,Ehnacement,7/28/2025,WTD,Deploys WTD 2.0 enhancements and bug fixes ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6a22890b9772ee5474c3f52f2153afab&recordUrl=change_request.do%3Fsys_id%3D6a22890b9772ee5474c3f52f2153afab&sysparm_stack=&sysparm_view=,CHG3358315
7084,Ehnacement,7/28/2025,WTD,Deploys WTD 2.0 enhancements and bug fixes ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=6a22890b9772ee5474c3f52f2153afab&recordUrl=change_request.do%3Fsys_id%3D6a22890b9772ee5474c3f52f2153afab&sysparm_stack=&sysparm_view=,CHG3358315
6056,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6056,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6042,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6042,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7013,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7013,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
2971,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
2971,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
2364,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
2364,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
3010,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
3010,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6064,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6064,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6057,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6057,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7021,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7021,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
4047,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
4047,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
4020,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
4020,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
4154,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
4154,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6090,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6090,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6065,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6065,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7047,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7047,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6047,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6047,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6055,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6055,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6072,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6072,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7010,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7010,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6077,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6077,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7048,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7048,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6059,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6059,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
