Store,Market,Store Type,TRACKING,
1326,429,SUP,187275896544,
1332,426,SUP,187275896555,
1337,304,SUP,187275896566,
1346,143,SUP,187275896577,
1348,300,SUP,187275896599,
1354,301,SUP,187275896603,
1355,302,SUP,187275896614,
1372,299,SUP,187275896669,
1377,270,SUP,187275896670,
1379,301,SUP,187275896680,
1385,305,SUP,187275896706,
1392,300,SUP,187275896717,
1395,272,SUP,187275896728,
1401,265,SUP,187275896740,
1404,269,SUP,187275896750,
1413,270,SUP,187275896794,
1418,341,SUP,187275896820,
1420,264,SUP,187275896831,
1421,278,SUP,187275896842,
1422,204,SUP,187275896853,
1426,259,SUP,187275896875,
1428,204,SUP,187275896886,
1452,309,W/M,187275896901,
1454,275,SUP,187275896912,
1460,429,SUP,187275896934,
1464,305,SUP,187275896945,
1489,269,W/M,187275896978,
1490,263,SUP,187275896989,
1497,266,SUP,187275897003,
1498,298,SUP,187275897014,
1505,258,SUP,187275897036,
1510,225,SUP,187275897047,
1527,301,SUP,187275897069,
1531,270,SUP,187275897080,
1552,308,SUP,187275897128,
1553,264,SUP,187275897139,
1556,266,SUP,187275897140,
1558,298,SUP,187275897150,
1585,429,SUP,187275897172,
1602,275,SUP,187275897210,
1610,192,W/M,187275897220,
1611,205,SUP,187275897231,
1613,308,SUP,187275897253,
1614,297,SUP,187275897264,
1619,192,SUP,187275897275,
1637,432,SUP,187275897286,
1661,302,SUP,187275897312,
1662,304,SUP,187275897323,
1663,294,SUP,187275897334,
1664,299,SUP,187275897345,
1666,306,SUP,187275897356,
1668,269,SUP,187275897367,
1671,433,SUP,187275897378,
1673,192,SUP,187275897389,
1677,189,SUP,187275897390,
1681,268,SUP,187275897404,
1690,275,SUP,187275897415,
1694,124,SUP,187275897426,
1705,191,SUP,187275897437,
1731,192,SUP,187275897460,
1734,246,SUP,187275897481,
1735,269,SUP,187275897492,
1737,268,SUP,187275897507,
1740,263,SUP,187275897518,
1744,192,SUP,187275897529,
1752,204,SUP,187275897540,
1761,341,SUP,187275897562,
1774,310,SUP,187275897600,
1779,265,W/M,187275897621,
1781,190,SUP,187275897632,
1790,197,SUP,187275897654,
1806,189,SUP,187275897713,
1810,164,SUP,187275897735,
1813,192,SUP,187275897746,
1814,264,SUP,187275897757,
1816,297,W/M,187275897768,
1830,191,SUP,187275897780,
1831,191,SUP,187275897790,
1835,190,SUP,187275897816,
1836,202,SUP,187275897827,
1842,298,SUP,187275897849,
1848,264,SUP,187275897860,
1849,308,SUP,187275897871,
1870,475,SUP,187275897882,
1871,187,SUP,187275897893,
1892,268,SUP,187275897920,
1897,268,SUP,187275897930,
1898,264,SUP,187275897941,
1909,195,SUP,187275897952,
1923,200,SUP,187275897974,
1926,191,SUP,187275897985,
1928,205,SUP,187275897996,
1938,268,SUP,187275898000,
1940,188,SUP,187275898010,
1942,200,SUP,187275898021,
1943,433,SUP,187275898032,
1949,194,SUP,187275898043,
1955,263,SUP,187275898076,
1959,164,SUP,187275898098,
1961,225,SUP,187275898102,
1966,194,SUP,187275898113,
1973,194,SUP,187275898124,
1976,190,SUP,187275898135,
1987,205,SUP,187275898146,
1993,195,SUP,187275898157,
1994,187,SUP,187275898168,
1997,188,SUP,187275898179,
1998,267,SUP,187275898180,
2005,306,SUP,187275898205,
2006,475,SUP,187275898216,
2007,473,SUP,187275898227,
2010,201,SUP,187275898238,
2037,472,SUP,187275898249,
2056,188,SUP,187275898260,
2058,297,SUP,187275898271,
2079,196,SUP,187275898330,
2080,202,SUP,187275898341,
2088,195,SUP,187275898363,
2093,189,SUP,187275898374,
2097,188,SUP,187275898385,
2101,475,SUP,187275898396,
2104,164,SUP,187275898400,
2107,195,SUP,187275898422,
2116,187,SUP,187275898466,
2121,472,SUP,187275898477,
2134,306,SUP,187275898514,
2137,296,SUP,187275898525,
2146,189,SUP,187275898536,
2152,188,SUP,187275898547,
2156,171,W/M,187275898558,
2159,194,SUP,187275898569,
2166,191,SUP,187275898570,
2187,473,SUP,187275898580,
2196,472,SUP,187275898591,
2204,267,SUP,187275898617,
2210,195,SUP,187275898628,
2215,265,SUP,187275898639,
2231,279,SUP,187275898640,
2234,189,SUP,187275898650,
2238,200,SUP,187275898661,
2241,475,SUP,187275898683,
2247,299,SUP,187275898709,
2249,467,SUP,187275898710,
2262,190,SUP,187275898742,
2269,473,SUP,187275898753,
2273,205,SUP,187275898764,
2285,189,SUP,187275898775,
2286,171,W/M,187275898786,
2317,472,W/M,187275898834,
2319,472,W/M,187275898845,
2325,472,SUP,187275898867,
2338,196,SUP,187275898878,
2351,188,SUP,187275898889,
2354,205,SUP,187275898890,
2355,195,SUP,187275898904,
2370,188,SUP,187275898926,
2385,514,SUP,187275898937,
2403,514,SUP,187275898959,
2405,194,SUP,187275898970,
2414,500,WNM,187275898981,
2425,495,WNM,187275899017,
2432,433,SUP,187275899028,
2444,189,SUP,187275899072,
2450,471,W/M,187275899083,
2469,467,SUP,187275899110,
2472,308,SUP,187275899120,
2476,475,SUP,187275899142,
2491,246,SUP,187275899186,
2493,200,SUP,187275899197,
2496,124,SUP,187275899201,
2504,188,SUP,187275899212,
2516,514,SUP,187275899256,
2531,164,W/M,187275899278,
2539,474,SUP,187275899290,
2547,164,SUP,187275899304,
2549,474,SUP,187275899315,
2550,476,SUP,187275899326,
2559,206,SUP,187275899359,
2567,200,SUP,187275899360,
2571,514,W/M,187275899370,
2581,191,SUP,187275899392,
2583,172,W/M,187275899407,
2586,195,SUP,187275899418,
2594,471,W/M,187275899430,
2595,471,SUP,187275899440,
2596,471,SUP,187275899451,
2619,204,SUP,187275899495,
2628,260,SUP,187275899510,
2631,197,SUP,187275899521,
2637,164,SUP,187275899543,
2638,259,SUP,187275899554,
2644,204,SUP,187275899565,
2693,205,SUP,187275899646,
2704,298,SUP,187275899668,
2715,143,SUP,187275899680,
2717,141,SUP,187275899690,
2720,140,SUP,187275899705,
2728,275,SUP,187275899738,
2730,301,SUP,187275899749,
2755,140,SUP,187275899771,
2772,300,SUP,187275899841,
2783,260,SUP,187275899863,
2785,192,SUP,187275899874,
2793,308,SUP,187275899885,
2816,267,W/M,187275899896,
2817,238,SUP,187275899900,
2836,299,SUP,187275899933,
2844,188,SUP,187275899944,
2847,433,SUP,187275899977,
2859,194,SUP,187275899988,
2866,203,W/M,187275900003,
2867,203,W/M,187275900014,
2869,203,SUP,187275900025,
2873,206,SUP,187275900047,
2874,189,SUP,187275900058,
2905,164,W/M,187275900080,
2906,171,W/M,187275900091,
2911,191,SUP,187275900106,
2912,197,SUP,187275900117,
2915,171,W/M,187275900128,
2916,172,W/M,187275900139,
2917,171,W/M,187275900140,
2929,310,SUP,187275900209,
2939,140,SUP,187275900210,
2956,262,SUP,187275900220,
2959,206,SUP,187275900231,
2967,225,SUP,187275900242,
2992,190,SUP,187275900356,
3004,268,SUP,187275900390,
3053,471,SUP,187275900460,
3059,140,SUP,187275900507,
3098,550,WNM,187275900518,
3110,495,WNM,187275900540,
3145,550,WNM,187275900600,
3151,432,SUP,187275900632,
3152,491,WNM,187275900643,
3153,491,WNM,187275900654,
3154,491,WNM,187275900665,
3166,495,WNM,187275900676,
3172,491,WNM,187275900702,
3173,491,WNM,187275900713,
3182,296,SUP,187275900735,
3210,275,SUP,573929280587,
3218,467,SUP,573929280602,
3255,246,SUP,573929280668,
3261,475,SUP,573929280680,
3267,432,SUP,573929280690,
3278,433,SUP,573929280727,
3294,242,SUP,573929280793,
3304,298,SUP,573929280841,
3305,298,SUP,573929280852,
3329,187,SUP,573929280922,
3332,191,SUP,573929280933,
3336,197,SUP,573929280944,
3362,253,SUP,573929280988,
3363,254,SUP,573929280999,
3371,306,SUP,573929281002,
3380,475,SUP,573929281035,
3395,429,SUP,573929281090,
3400,265,SUP,573929281105,
3411,500,WNM,573929281138,
3420,172,W/M,573929281150,
3434,270,SUP,573929281230,
3453,200,SUP,573929281274,
3456,500,WNM,573929281285,
3459,278,SUP,573929281296,
3460,278,SUP,573929281300,
3503,308,SUP,573929281377,
3504,498,WNM,573929281388,
3525,514,SUP,573929281458,
3531,467,SUP,573929281470,
3537,467,SUP,573929281480,
3583,188,SUP,573929281550,
3593,492,WNM,573929281594,
3595,310,SUP,573929281610,
3597,270,SUP,573929281631,
3600,500,WNM,573929281642,
3601,266,SUP,573929281653,
3602,275,SUP,573929281664,
3607,195,SUP,573929281686,
3612,296,SUP,573929281697,
3626,308,SUP,573929281712,
3658,298,SUP,573929286585,
3700,309,SUP,573929286600,
3705,467,SUP,573929286611,
3725,267,SUP,573929286622,
3726,205,SUP,573929286633,
3757,471,SUP,573929286688,
3790,265,SUP,573929286747,
3794,514,SUP,573929286769,
3801,471,SUP,573929286780,
3823,433,SUP,573929286791,
3837,263,SUP,573929286840,
3842,192,SUP,573929286850,
3850,467,SUP,573929286894,
3864,302,SUP,573929286910,
3876,200,SUP,573929286931,
3889,299,SUP,573929286986,
3891,269,SUP,573929286997,
3893,269,SUP,573929287000,
3894,259,SUP,573929287011,
3990,544,WNM,573929287033,
4049,266,SUP,573929287055,
4065,300,SUP,573929287088,
4118,256,SUP,573929287169,
4137,467,SUP,573929287191,
4138,491,WNM,573929287206,
4139,491,WNM,573929287217,
4147,500,WNM,573929287228,
4148,499,WNM,573929287239,
4157,500,WNM,573929287240,
4224,304,SUP,573929287434,
4243,205,SUP,573929287478,
4250,297,SUP,573929287489,
4273,300,SUP,573929287515,
4274,305,SUP,573929287526,
4286,265,SUP,573929287559,
4323,262,SUP,573929287592,
4334,294,SUP,573929287640,
4358,432,SUP,573929287662,
4383,197,SUP,573929287710,
4394,474,SUP,573929287721,
4403,187,SUP,573929287732,
4405,264,SUP,573929287743,
4410,304,SUP,573929287765,
4413,494,WNM,573929287776,
4424,206,SUP,573929287802,
4428,294,SUP,573929287813,
4431,499,WNM,573929287835,
4432,498,WNM,573929287846,
4439,201,SUP,573929287857,
4450,242,SUP,573929287868,
4458,299,SUP,573929287890,
4459,301,SUP,573929287905,
4477,308,SUP,573929287960,
4484,297,SUP,573929287971,
4499,299,SUP,573929288007,
4511,279,SUP,573929288051,
4524,494,WNM,573929288073,
4529,266,SUP,573929288095,
4531,265,SUP,573929288100,
4545,500,WNM,573929288132,
4564,299,SUP,573929288154,
4574,306,SUP,573929288165,
4586,543,WNM,573929288198,
4594,305,SUP,573929288202,
4597,195,SUP,573929288213,
4600,433,SUP,573929288224,
4607,494,WNM,573929288257,
4619,492,WNM,573929288279,
4641,270,SUP,573929288290,
4695,272,SUP,573929288382,
4699,262,SUP,573929288393,
4757,550,WNM,573929288419,
4848,499,WNM,573929288420,
5013,509,WNM,573929288430,
5014,509,WNM,573929288441,
5027,194,SUP,573929288463,
5041,514,SUP,573929288496,
5046,299,SUP,573929288511,
5059,566,WNM,573929288533,
5060,270,SUP,573929288544,
5063,309,SUP,573929288566,
5064,201,SUP,573929288577,
5065,201,SUP,573929288588,
5073,514,W/M,573929288599,
5078,473,SUP,573929288603,
5079,143,SUP,573929288614,
5085,305,SUP,573929288636,
5097,204,SUP,573929288670,
5118,297,SUP,573929288739,
5135,494,WNM,573929288750,
5141,432,SUP,573929288761,
5160,202,SUP,573929288831,
5183,494,WNM,573929288864,
5199,269,SUP,573929288923,
5202,171,W/M,573929288934,
5236,254,SUP,573929288990,
5240,190,SUP,573929289003,
5242,191,SUP,573929289014,
5254,297,SUP,573929289058,
5272,472,SUP,573929289091,
5273,472,SUP,573929289106,
5280,201,SUP,573929289128,
5292,297,SUP,573929289172,
5295,172,SUP,573929289183,
5297,494,WNM,573929289194,
5298,305,SUP,573929289209,
5320,298,SUP,573929289275,
5346,296,SUP,573929289334,
5352,264,SUP,573929289367,
5361,432,SUP,573929289404,
5393,509,WNM,573929289460,
5398,263,SUP,573929289481,
5399,279,SUP,573929289492,
5402,267,SUP,573929289507,
5403,246,SUP,573929289518,
5417,242,SUP,573929289551,
5418,242,SUP,573929289562,
5419,144,SUP,573929289573,
5442,264,SUP,573929289632,
5459,544,WNM,573929289654,
5461,476,SUP,573929289676,
5462,476,SUP,573929289687,
5472,202,SUP,573929289698,
5481,305,SUP,573929289724,
5485,268,SUP,573929289735,
5486,266,SUP,573929289746,
5497,187,SUP,573929289779,
5617,267,SUP,573929289816,
5628,471,SUP,573929289850,
5645,495,WNM,573929289860,
5646,495,WNM,573929289871,
5678,550,WNM,573929289930,
5732,190,SUP,573929290040,
5743,299,SUP,573929290062,
5776,543,WNM,573929290121,
5781,267,SUP,573929290132,
5787,310,SUP,573929290154,
5842,197,SUP,573929290246,
5844,206,SUP,573929290257,
5851,301,SUP,573929290268,
5853,467,SUP,573929289389,
5879,306,SUP,573929290305,
5883,474,SUP,573929290316,
5929,476,SUP,573929290382,
5965,266,SUP,573929290452,
6165,543,WNM,573929290522,
6166,543,WNM,573929290533,
6176,509,WNM,573929290555,
6233,499,WNM,573929290566,
6243,509,WNM,573929290577,
6263,509,WNM,573929290588,
6264,509,WNM,573929290599,
6323,543,WNM,573929290625,
6469,140,SUP,573929290658,
6586,499,WNM,573929290706,
6789,308,SUP,573929290739,
6814,509,WNM,573929290750,
6828,509,WNM,573929290761,
6849,543,WNM,573929290772,
6879,310,SUP,573929290810,
6931,256,SUP,573929290842,
6958,310,SUP,573929290853,
6964,144,SUP,573929290875,
7004,499,WNM,573929290897,
7009,302,SUP,573929290901,
7062,499,WNM,573929290912,
7137,496,WNM,573929290934,
7146,499,WNM,573929290945,
7179,302,SUP,573929290989,
7180,499,WNM,573929290990,
7205,499,WNM,573929291003,
7206,499,WNM,573929291014,
7218,496,WNM,573929291036,
7222,500,WNM,573929291058,
7235,500,WNM,573929291091,
7290,242,SUP,573929291150,
7296,498,WNM,573929291161,
7315,498,WNM,573929291210,
7329,500,WNM,573929291242,
7334,500,WNM,573929291253,
7337,500,WNM,573929291264,
7340,500,WNM,573929291275,
8331,171,SUP,573929291345,
77,83,SUP,601078543706,
106,146,SUP,601078543670,
118,4,SUP,601078544069,
214,503,SUP,601078544106,
271,349,SUP,601078543842,
286,55,SUP,601078543934,
353,48,SUP,601078544070,
364,503,SUP,601078544014,
394,137,SUP,601078543967,
403,137,SUP,601078543923,
412,45,SUP,601078543956,
417,47,SUP,601078543761,
445,256,SUP,601078543875,
523,46,SUP,601078543783,
591,259,SUP,601078543728,
600,70,SUP,601078543912,
736,253,SUP,601078543809,
757,77,SUP,601078544117,
782,88,SUP,601078543680,
791,78,SUP,601078544047,
804,48,SUP,601078543901,
812,70,SUP,601078544091,
827,45,SUP,601078543897,
897,73,SUP,601078544036,
927,71,SUP,601078544128,
930,8,SUP,601078543740,
1051,71,SUP,601078543978,
1074,136,SUP,601078543820,
1098,84,SUP,601078543794,
1131,304,SUP,601078544080,
1175,364,W/M,601078543853,
1234,257,SUP,601078543990,
1272,74,SUP,601078544025,
1516,70,SUP,601078543717,
1675,256,SUP,601078543831,
1821,306,W/M,601078543989,
1933,267,W/M,601078543810,
2264,189,W/M,601078543739,
2321,470,W/M,#N/A,
2749,124,SUP,601078544003,
2947,476,W/M,601078543750,
3381,74,SUP,601078543691,
3384,70,SUP,601078544058,
3528,143,SUP,601078543864,
4164,55,SUP,601078543669,
4184,502,WNM,601078544139,
5126,3,SUP,601078543945,
5293,172,SUP,601078543886,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
