Store,City,ST,Scheduling Status,Date Scheduled,Time Scheduled,Lead Planned hours onsite
1047,MORROW,GA,In Progress,,7:00:00 PM,12
2392,SARASOTA,FL,In Progress,,7:00:00 PM,10
2907,MIAMI GARDENS,FL,In Progress,,7:00:00 PM,7
3197,TAMPA,FL,In Progress,,7:00:00 PM,8
4048,PRAIRIEVILLE,LA,In Progress,,7:00:00 PM,8
6398,DELTONA,FL,In Progress,,7:00:00 PM,8
2932,KNOXVILLE,TN,In Progress,,7:00:00 PM,8
3266,EAST WINDSOR,NJ,Scheduled,3/5/2025,7:00:00 PM,12
3598,CEDAR KNOLLS,NJ,In Progress,,7:00:00 PM,8
1035,SPARTANBURG,SC,In Progress,,7:00:00 PM,12
1968,ABERDEEN,MD,In Progress,,7:00:00 PM,12
2028,RIVERSIDE,CA,Scheduled,1/23/2025,7:00:00 PM,11
2291,CHULA VISTA,CA,In Progress,,7:00:00 PM,10
2858,STATESBORO,GA,In Progress,,7:00:00 PM,12
3355,LAS VEGAS,NV,Scheduled,1/20/2025,7:00:00 PM,8
3701,MOUNT OLIVE,NC,In Progress,,7:00:00 PM,8
4762,DIAMOND BAR,CA,Scheduled,1/6/2025,7:00:00 PM,9
6263,WINSTON SALEM,NC,In Progress,,7:00:00 PM,8
2459,SARASOTA,FL,In Progress,,7:00:00 PM,8
2695,CLERMONT,FL,In Progress,,7:00:00 PM,6
3402,STOCKBRIDGE,GA,In Progress,,7:00:00 PM,12
3593,HORN LAKE,MS,In Progress,,7:00:00 PM,9
3629,PORT ORANGE,FL,In Progress,,7:00:00 PM,8
4140,MIAMI,FL,In Progress,,7:00:00 PM,12
4330,CHELSEA,AL,In Progress,,7:00:00 PM,10
5327,BATON ROUGE,LA,In Progress,,7:00:00 PM,7
5654,TAMPA,FL,In Progress,,7:00:00 PM,4
1159,NEW TAZEWELL,TN,In Progress,,7:00:00 PM,8
2651,MANVILLE,NJ,Scheduled,3/3/2025,7:00:00 PM,12
5103,PHILADELPHIA,PA,Scheduled,3/20/2025,7:00:00 PM,12
3276,SAN BERNARDINO,CA,Scheduled,2/6/2025,7:00:00 PM,10
3338,SPARTANBURG,SC,In Progress,,7:00:00 PM,8
3712,CITRUS HEIGHTS,CA,Scheduled,1/22/2025,7:00:00 PM,12
3780,FALLSTON,MD,In Progress,,7:00:00 PM,12
4339,NORTH LAS VEGAS,NV,Scheduled,2/11/2025,7:00:00 PM,4
5023,NATIONAL CITY,CA,Scheduled,1/22/2025,7:00:00 PM,11
5930,ANAHEIM,CA,Scheduled,1/28/2025,7:00:00 PM,5
7205,LEXINGTON,NC,In Progress,,7:00:00 PM,12
7340,GOLDSBORO,NC,In Progress,,7:00:00 PM,7
769,VENICE,FL,In Progress,,7:00:00 PM,3
3205,LITHIA SPRINGS,GA,In Progress,,7:00:00 PM,12
4161,MIAMI,FL,In Progress,,7:00:00 PM,6
4533,OAKLAND,TN,In Progress,,7:00:00 PM,11
5248,NORTHPORT,AL,In Progress,,7:00:00 PM,8
5255,TAMPA,FL,In Progress,,7:00:00 PM,7
6548,TAMPA,FL,In Progress,,7:00:00 PM,5
6894,APOPKA,FL,In Progress,,7:00:00 PM,4
2096,WARMINSTER,PA,Scheduled,3/18/2025,7:00:00 PM,12
2294,FLEMINGTON,NJ,Scheduled,3/4/2025,7:00:00 PM,12
733,VALLEY,AL,In Progress,,7:00:00 PM,3
1244,TAYLORS,SC,In Progress,,7:00:00 PM,10
1756,FONTANA,CA,Scheduled,3/13/2025,7:00:00 PM,10
1883,MONACA,PA,In Progress,,7:00:00 PM,12
1917,SANTEE,CA,In Progress,,7:00:00 PM,8
3655,LAS VEGAS,NV,Scheduled,2/12/2025,7:00:00 PM,8
5640,ANAHEIM,CA,Scheduled,1/29/2025,7:00:00 PM,3
7206,ARCHDALE,NC,In Progress,,7:00:00 PM,11
691,FORT PAYNE,AL,In Progress,,7:00:00 PM,12
745,STOCKBRIDGE,GA,In Progress,,7:00:00 PM,12
1874,ENGLEWOOD,FL,In Progress,,7:00:00 PM,3
1860,ELKTON,MD,Scheduled,2/20/2025,7:00:00 PM,12
5201,EDISON,NJ,In Progress,,7:00:00 PM,12
5229,WYNCOTE,PA,Scheduled,3/19/2025,7:00:00 PM,12
641,GREENVILLE,SC,In Progress,,7:00:00 PM,11
1587,MODESTO,CA,Scheduled,3/10/2025,7:00:00 PM,12
2420,BELLE VERNON,PA,In Progress,,7:00:00 PM,10
4525,HINESVILLE,GA,In Progress,,7:00:00 PM,10
5393,GREENSBORO,NC,In Progress,,7:00:00 PM,11
459,COVINGTON,GA,In Progress,,7:00:00 PM,12
580,BARTOW,FL,In Progress,,7:00:00 PM,8
2322,CORDOVA,TN,In Progress,,7:00:00 PM,3
2920,ORANGE PARK,FL,In Progress,,7:00:00 PM,12
4504,BIRMINGHAM,AL,In Progress,,7:00:00 PM,4
5132,WINTER SPRINGS,FL,In Progress,,7:00:00 PM,5
5265,SAINT CLOUD,FL,In Progress,,7:00:00 PM,9
5876,DUNEDIN,FL,In Progress,,7:00:00 PM,9
7233,BATON ROUGE,LA,In Progress,,7:00:00 PM,9
5384,BRIDGETON,NJ,In Progress,,7:00:00 PM,12
1287,BURLINGTON,NC,In Progress,,7:00:00 PM,12
1862,RIALTO,CA,In Progress,,7:00:00 PM,10
1988,ROSEVILLE,CA,Scheduled,2/18/2025,7:00:00 PM,12
2318,INDIANA,PA,In Progress,,7:00:00 PM,8
3628,SIMPSONVILLE,SC,In Progress,,7:00:00 PM,8
3880,ASHLAND,VA,In Progress,,7:00:00 PM,8
4519,HINESVILLE,GA,In Progress,,7:00:00 PM,12
4557,LAS VEGAS,NV,Scheduled,2/17/2025,7:00:00 PM,5
942,OCOEE,FL,In Progress,,7:00:00 PM,12
1205,MACCLENNY,FL,In Progress,,7:00:00 PM,10
1488,DOUGLASVILLE,GA,In Progress,,7:00:00 PM,12
2306,NORTHPORT,AL,In Progress,,7:00:00 PM,5
3235,NORTH MIAMI BEACH,FL,In Progress,,7:00:00 PM,6
3347,WINTER HAVEN,FL,In Progress,,7:00:00 PM,10
5310,PRAIRIEVILLE,LA,In Progress,,7:00:00 PM,8
5831,LARGO,FL,In Progress,,7:00:00 PM,7
3541,KENNETT SQUARE,PA,Scheduled,2/18/2025,7:00:00 PM,12
3774,WILLIAMSTOWN,NJ,In Progress,,7:00:00 PM,12
758,AMERICUS,GA,In Progress,,7:00:00 PM,12
1354,WASHINGTON,NC,In Progress,,7:00:00 PM,9
1838,LAS VEGAS,NV,Scheduled,2/18/2025,7:00:00 PM,7
2708,TEMECULA,CA,Scheduled,2/20/2025,7:00:00 PM,8
3223,BEAVER FALLS,PA,In Progress,,7:00:00 PM,12
4443,ANDERSON,SC,In Progress,,7:00:00 PM,8
5843,PATTERSON,CA,Scheduled,3/17/2025,7:00:00 PM,12
7174,NORTH CHESTERFIELD,VA,In Progress,,7:00:00 PM,11
562,LEEDS,AL,In Progress,,7:00:00 PM,10
1083,JACKSONVILLE,FL,In Progress,,7:00:00 PM,9
2881,KISSIMMEE,FL,In Progress,,7:00:00 PM,8
3935,NARANJA,FL,In Progress,,7:00:00 PM,8
4141,LARGO,FL,In Progress,,7:00:00 PM,6
5275,WOODSTOCK,GA,In Progress,,7:00:00 PM,12
7262,BATON ROUGE,LA,In Progress,,7:00:00 PM,8
2252,EASTON,PA,Scheduled,2/24/2025,7:00:00 PM,8
3422,DEPTFORD,NJ,Scheduled,3/10/2025,7:00:00 PM,12
1311,COLUMBUS,GA,In Progress,,7:00:00 PM,10
1842,GREENSBORO,NC,In Progress,,7:00:00 PM,12
1899,RIVERSIDE,CA,Scheduled,2/27/2025,7:00:00 PM,10
3222,CENTRAL,SC,In Progress,,7:00:00 PM,12
3411,FAYETTEVILLE,NC,In Progress,,7:00:00 PM,9
3788,LAS VEGAS,NV,Scheduled,3/13/2025,7:00:00 PM,3
3831,PORTSMOUTH,VA,In Progress,,7:00:00 PM,10
4202,ROSEVILLE,CA,Scheduled,3/19/2025,7:00:00 PM,9
3414,PALM HARBOR,FL,In Progress,,7:00:00 PM,9
4197,ORLANDO,FL,In Progress,,7:00:00 PM,9
5054,JACKSONVILLE,FL,In Progress,,7:00:00 PM,8
5615,HIALEAH GARDENS,FL,In Progress,,7:00:00 PM,12
5773,NEW IBERIA,LA,In Progress,,7:00:00 PM,12
2145,WHITEHALL,PA,Scheduled,2/25/2025,7:00:00 PM,10
1011,RINCON,GA,In Progress,,7:00:00 PM,8
3156,HAMPTON,VA,In Progress,,7:00:00 PM,8
3304,REIDSVILLE,NC,In Progress,,7:00:00 PM,12
5425,SAN JACINTO,CA,Scheduled,3/6/2025,7:00:00 PM,10
7209,LUMBERTON,NC,In Progress,,7:00:00 PM,8
5005,JACKSONVILLE,FL,In Progress,,7:00:00 PM,5
5328,BATON ROUGE,LA,In Progress,,7:00:00 PM,7
1670,WYOMISSING,PA,Scheduled,2/27/2025,7:00:00 PM,8
321,BRENHAM,TX,In Progress,,7:00:00 PM,11
453,MALDEN,MO,In Progress,,7:00:00 PM,5
514,AIKEN,SC,In Progress,,7:00:00 PM,10
1234,MONTICELLO,KY,In Progress,,7:00:00 PM,10
1300,NEW BERN,NC,In Progress,,7:00:00 PM,12
1330,LIMA,OH,In Progress,,7:00:00 PM,8
2287,NEW CASTLE,PA,In Progress,,7:00:00 PM,12
2474,KEYSER,WV,In Progress,,7:00:00 PM,10
2553,WINDSOR,CA,Scheduled,3/13/2025,7:00:00 PM,7
3646,GOOSE CREEK,SC,Scheduled,1/13/2025,7:00:00 PM,10
4517,ALBANY,GA,Scheduled,1/13/2025,7:00:00 PM,11
16,VAN BUREN,AR,In Progress,,7:00:00 PM,10
31,POTEAU,OK,In Progress,,7:00:00 PM,12
239,KOSCIUSKO,MS,In Progress,,7:00:00 PM,8
2534,DOTHAN,AL,In Progress,,7:00:00 PM,12
1677,NEW HARTFORD,NY,In Progress,,7:00:00 PM,7
1744,WEBSTER,NY,Scheduled,1/13/2025,7:00:00 PM,12
1835,VESTAL,NY,Scheduled,1/13/2025,7:00:00 PM,12
2146,AMSTERDAM,NY,Scheduled,1/13/2025,7:00:00 PM,8
2255,HAZLE TOWNSHIP,PA,In Progress,,7:00:00 PM,8
188,CAPE GIRARDEAU,MO,In Progress,,7:00:00 PM,9
322,BRYAN,TX,In Progress,,7:00:00 PM,12
689,SOMERSET,KY,In Progress,,7:00:00 PM,12
1718,FINDLAY,OH,In Progress,,7:00:00 PM,10
2030,SONORA,CA,Scheduled,3/11/2025,7:00:00 PM,12
2278,ERIE,PA,In Progress,,7:00:00 PM,8
2894,OAKLAND,MD,Scheduled,1/14/2025,7:00:00 PM,12
3864,JACKSONVILLE,NC,In Progress,,7:00:00 PM,12
3899,GOOSE CREEK,SC,Scheduled,1/14/2025,7:00:00 PM,8
5198,TIFTON,GA,Scheduled,1/14/2025,7:00:00 PM,12
5445,ERIE,PA,In Progress,,7:00:00 PM,12
5735,GROVETOWN,GA,In Progress,,7:00:00 PM,8
167,CROSSETT,AR,In Progress,,7:00:00 PM,12
276,STIGLER,OK,In Progress,,7:00:00 PM,8
604,DOTHAN,AL,In Progress,,7:00:00 PM,12
699,OXFORD,MS,In Progress,,7:00:00 PM,7
738,CAMDEN,TN,In Progress,,7:00:00 PM,12
1976,HORSEHEADS,NY,Scheduled,1/14/2025,7:00:00 PM,8
1993,BROCKPORT,NY,In Progress,,7:00:00 PM,12
2262,ONEONTA,NY,In Progress,,7:00:00 PM,12
2285,HERKIMER,NY,In Progress,,7:00:00 PM,8
19,POPLAR BLUFF,MO,Scheduled,1/15/2025,7:00:00 PM,8
445,LEITCHFIELD,KY,In Progress,,7:00:00 PM,8
446,MADISONVILLE,TX,In Progress,,7:00:00 PM,9
1270,NORTH AUGUSTA,SC,In Progress,,7:00:00 PM,12
1333,VAN WERT,OH,In Progress,,7:00:00 PM,12
1544,CLARKSBURG,WV,In Progress,,7:00:00 PM,8
1644,LEWISBURG,PA,Scheduled,1/15/2025,7:00:00 PM,8
1834,GRANTS PASS,OR,In Progress,,7:00:00 PM,12
2243,REDMOND,OR,In Progress,,7:00:00 PM,4
2473,HILO,HI,Scheduled,1/23/2025,7:00:00 PM,8
3253,EDINBORO,PA,In Progress,,7:00:00 PM,10
3825,HAVELOCK,NC,Scheduled,1/15/2025,7:00:00 PM,8
5812,BLUE RIDGE,GA,In Progress,,7:00:00 PM,10
6174,SUMMERVILLE,SC,Scheduled,1/15/2025,7:00:00 PM,9
274,IUKA,MS,In Progress,,7:00:00 PM,9
289,MCGEHEE,AR,In Progress,,7:00:00 PM,6
393,JACKSON,TN,In Progress,,7:00:00 PM,8
1462,GREENVILLE,AL,In Progress,,7:00:00 PM,9
2116,QUEENSBURY,NY,In Progress,,7:00:00 PM,12
2444,ONEIDA,NY,Scheduled,1/15/2025,7:00:00 PM,12
2859,ROCHESTER,NY,Scheduled,1/15/2025,7:00:00 PM,12
2992,PAINTED POST,NY,In Progress,,7:00:00 PM,10
9,SIKESTON,MO,In Progress,,7:00:00 PM,12
642,CHERAW,SC,In Progress,,7:00:00 PM,12
711,GLASGOW,KY,In Progress,,7:00:00 PM,8
951,HEMPSTEAD,TX,In Progress,,7:00:00 PM,12
1355,MOREHEAD CITY,NC,In Progress,,7:00:00 PM,10
1575,OROVILLE,CA,Scheduled,1/20/2025,7:00:00 PM,10
1707,EAST LIVERPOOL,OH,In Progress,,7:00:00 PM,8
1880,COOS BAY,OR,Scheduled,1/16/2025,7:00:00 PM,12
2230,STATE COLLEGE,PA,In Progress,,7:00:00 PM,12
2538,EUGENE,OR,Scheduled,1/23/2025,7:00:00 PM,10
2561,ERIE,PA,In Progress,,7:00:00 PM,8
3290,KAHULUI,HI,Scheduled,1/16/2025,7:00:00 PM,10
4616,CLEVELAND,GA,In Progress,,7:00:00 PM,7
5279,SUMMERVILLE,SC,Scheduled,1/16/2025,7:00:00 PM,9
47,SALLISAW,OK,In Progress,,7:00:00 PM,10
335,JACKSON,TN,In Progress,,7:00:00 PM,9
734,ENTERPRISE,AL,In Progress,,7:00:00 PM,8
1468,BATESVILLE,MS,In Progress,,7:00:00 PM,12
2093,UTICA,NY,Scheduled,1/16/2025,7:00:00 PM,8
2844,CLIFTON PARK,NY,Scheduled,1/16/2025,7:00:00 PM,12
3221,WATKINS GLEN,NY,In Progress,,7:00:00 PM,12
3842,MACEDON,NY,In Progress,,7:00:00 PM,12
196,CARBONDALE,IL,In Progress,,7:00:00 PM,12
285,HUNTSVILLE,TX,In Progress,,7:00:00 PM,12
569,COLUMBIA,KY,In Progress,,7:00:00 PM,12
1653,WESTON,WV,In Progress,,7:00:00 PM,8
1795,PISGAH FOREST,NC,In Progress,,7:00:00 PM,12
2513,DAHLONEGA,GA,In Progress,,7:00:00 PM,8
3713,LADSON,SC,In Progress,,7:00:00 PM,8
7009,RICHLANDS,NC,In Progress,,7:00:00 PM,12
7188,DARLINGTON,SC,In Progress,,7:00:00 PM,12
119,BATESVILLE,AR,In Progress,,7:00:00 PM,12
684,LEXINGTON,TN,In Progress,,7:00:00 PM,9
723,TROY,AL,In Progress,,7:00:00 PM,12
3060,YAZOO CITY,MS,In Progress,,7:00:00 PM,12
1619,ROCHESTER,NY,In Progress,,7:00:00 PM,12
2874,GLENVILLE,NY,In Progress,,7:00:00 PM,12
262,BENTON,IL,In Progress,,7:00:00 PM,12
377,SUMTER,SC,Scheduled,1/20/2025,7:00:00 PM,8
665,CAMPBELLSVILLE,KY,In Progress,,7:00:00 PM,10
1070,EAST ELLIJAY,GA,In Progress,,7:00:00 PM,8
1359,NORTH CHARLESTON,SC,Scheduled,1/20/2025,7:00:00 PM,12
1656,MEADVILLE,PA,In Progress,,7:00:00 PM,6
1663,WAYNESVILLE,NC,In Progress,,7:00:00 PM,12
7137,JACKSONVILLE,NC,Scheduled,1/20/2025,7:00:00 PM,12
66,CLARKSVILLE,AR,In Progress,,7:00:00 PM,7
209,OZARK,AR,In Progress,,7:00:00 PM,7
677,DYERSBURG,TN,In Progress,,7:00:00 PM,8
700,SELMA,AL,In Progress,,7:00:00 PM,8
1673,CANANDAIGUA,NY,Scheduled,1/20/2025,7:00:00 PM,12
2543,PITTSTON,PA,In Progress,,7:00:00 PM,12
3334,MALONE,NY,In Progress,,7:00:00 PM,12
3409,LEICESTER,MA,In Progress,,7:00:00 PM,12
3583,GLENMONT,NY,Scheduled,1/20/2025,7:00:00 PM,10
552,WHITESBURG,KY,In Progress,,7:00:00 PM,9
627,DILLON,SC,In Progress,,7:00:00 PM,10
1684,EVERETT,PA,In Progress,,7:00:00 PM,6
1748,CHARLESTON,SC,In Progress,,7:00:00 PM,12
4334,WEAVERVILLE,NC,In Progress,,7:00:00 PM,8
5383,SUMTER,SC,Scheduled,1/21/2025,7:00:00 PM,7
5786,JASPER,GA,In Progress,,7:00:00 PM,12
7072,CAPE GIRARDEAU,MO,Scheduled,1/21/2025,7:00:00 PM,10
7179,SWANSBORO,NC,In Progress,,7:00:00 PM,12
62,BLYTHEVILLE,AR,In Progress,,7:00:00 PM,8
268,SAVANNAH,TN,In Progress,,7:00:00 PM,10
740,OZARK,AL,In Progress,,7:00:00 PM,10
2088,BATAVIA,NY,In Progress,,7:00:00 PM,12
2164,SPRINGVILLE,NY,In Progress,,7:00:00 PM,7
2480,HONESDALE,PA,In Progress,,7:00:00 PM,8
5497,EVANS MILLS,NY,In Progress,,7:00:00 PM,12
216,MARION,IL,In Progress,,7:00:00 PM,10
615,CARTERSVILLE,GA,In Progress,,7:00:00 PM,9
696,PRESTONSBURG,KY,In Progress,,7:00:00 PM,6
1242,HENDERSONVILLE,NC,Scheduled,1/22/2025,7:00:00 PM,12
1794,BLOOMSBURG,PA,Scheduled,1/22/2025,7:00:00 PM,8
1829,MARION,SC,Scheduled,1/22/2025,7:00:00 PM,12
4206,AUGUSTA,GA,Scheduled,1/22/2025,7:00:00 PM,8
45,JONESBORO,AR,In Progress,,7:00:00 PM,7
530,EL DORADO,AR,In Progress,,7:00:00 PM,9
683,LAWRENCEBURG,TN,In Progress,,7:00:00 PM,10
1091,ANDALUSIA,AL,In Progress,,7:00:00 PM,7
1918,BELLINGHAM,MA,Scheduled,1/22/2025,7:00:00 PM,12
1949,FREDONIA,NY,In Progress,,7:00:00 PM,5
2064,MILFORD,PA,In Progress,,7:00:00 PM,10
3280,ROCHESTER,NY,Scheduled,1/22/2025,7:00:00 PM,12
727,CEDARTOWN,GA,In Progress,,7:00:00 PM,12
1217,FRANKLIN,NC,In Progress,,7:00:00 PM,8
1743,HARLAN,KY,In Progress,,7:00:00 PM,10
1792,SAINT MARYS,PA,In Progress,,7:00:00 PM,12
2320,COTTAGE GROVE,OR,Scheduled,2/13/2025,7:00:00 PM,11
2703,FLORENCE,SC,In Progress,,7:00:00 PM,8
4144,AUGUSTA,GA,Scheduled,1/23/2025,7:00:00 PM,12
7127,POPLAR BLUFF,MO,Scheduled,1/23/2025,7:00:00 PM,11
71,POCAHONTAS,AR,In Progress,,7:00:00 PM,8
125,FORT SMITH,AR,In Progress,,7:00:00 PM,8
1973,LAKEWOOD,NY,In Progress,,7:00:00 PM,12
2365,MOUNT POCONO,PA,In Progress,,7:00:00 PM,12
2386,WARE,MA,Scheduled,1/23/2025,7:00:00 PM,12
5282,GREECE,NY,Scheduled,1/23/2025,7:00:00 PM,8
122,JACKSON,MO,In Progress,,7:00:00 PM,3
545,MANCHESTER,KY,In Progress,,7:00:00 PM,5
630,FLORENCE,SC,In Progress,,7:00:00 PM,10
1935,JOHNSTOWN,PA,In Progress,,7:00:00 PM,12
2083,MORGANTOWN,WV,In Progress,,7:00:00 PM,10
3570,EVANS,GA,In Progress,,7:00:00 PM,8
4409,ROCKMART,GA,In Progress,,7:00:00 PM,11
230,PARIS,AR,In Progress,,7:00:00 PM,10
348,MONTICELLO,AR,In Progress,,7:00:00 PM,10
1974,HOULTON,ME,In Progress,,7:00:00 PM,10
2159,OLEAN,NY,In Progress,,7:00:00 PM,12
177,PARIS,TN,In Progress,,7:00:00 PM,8
628,SUMMERVILLE,SC,In Progress,,7:00:00 PM,8
658,ROME,GA,In Progress,,7:00:00 PM,3
693,JACKSON,KY,In Progress,,7:00:00 PM,5
2027,LAVALE,MD,In Progress,,7:00:00 PM,12
3429,WARREN,PA,In Progress,,7:00:00 PM,11
6576,NORTH AUGUSTA,SC,Scheduled,1/27/2025,7:00:00 PM,12
229,TRUMANN,AR,In Progress,,7:00:00 PM,7
1705,WATERLOO,NY,In Progress,,7:00:00 PM,12
1924,PRESQUE ISLE,ME,In Progress,,7:00:00 PM,12
2169,LEHIGHTON,PA,Scheduled,1/27/2025,7:00:00 PM,12
2267,WEST BOYLSTON,MA,In Progress,,7:00:00 PM,8
2369,TILTON,NH,In Progress,,7:00:00 PM,12
430,MAYFIELD,KY,In Progress,,7:00:00 PM,3
739,MIDDLESBORO,KY,In Progress,,7:00:00 PM,12
1010,ROCKINGHAM,NC,In Progress,,7:00:00 PM,8
1763,BLUEFIELD,VA,In Progress,,7:00:00 PM,10
5151,ROME,GA,In Progress,,7:00:00 PM,11
5360,TITUSVILLE,PA,In Progress,,7:00:00 PM,10
5813,MARTINEZ,GA,Scheduled,1/28/2025,7:00:00 PM,10
3231,GREENWOOD,AR,In Progress,,7:00:00 PM,8
5780,PARAGOULD,AR,Scheduled,1/28/2025,7:00:00 PM,7
2138,WEST LEBANON,NH,Scheduled,1/28/2025,7:00:00 PM,12
4156,DERBY,VT,In Progress,,7:00:00 PM,12
4276,TAYLOR,PA,Scheduled,1/28/2025,7:00:00 PM,12
4387,WORCESTER,MA,In Progress,,7:00:00 PM,12
143,BENTON,KY,In Progress,,7:00:00 PM,12
756,TRION,GA,In Progress,,7:00:00 PM,11
843,CAMILLA,GA,In Progress,,7:00:00 PM,4
1568,HERMITAGE,PA,In Progress,,7:00:00 PM,12
2199,SAINT CLAIRSVILLE,OH,In Progress,,7:00:00 PM,12
2465,HEPHZIBAH,GA,Scheduled,1/29/2025,7:00:00 PM,10
2548,SOUTH WILLIAMSON,KY,Scheduled,1/29/2025,7:00:00 PM,12
83,MAGNOLIA,AR,In Progress,,7:00:00 PM,4
4579,FORT SMITH,AR,Scheduled,1/29/2025,7:00:00 PM,9
1830,AUBURN,NY,Scheduled,1/29/2025,7:00:00 PM,12
2024,TUNKHANNOCK,PA,Scheduled,1/29/2025,7:00:00 PM,9
2140,NORTH CONWAY,NH,In Progress,,7:00:00 PM,12
2264,SCHENECTADY,NY,Scheduled,1/29/2025,7:00:00 PM,12
431,PADUCAH,KY,In Progress,,7:00:00 PM,8
952,MOULTRIE,GA,In Progress,,7:00:00 PM,3
1135,HARTSVILLE,SC,In Progress,,7:00:00 PM,12
2049,ALTOONA,PA,Scheduled,1/30/2025,7:00:00 PM,12
5088,TRIADELPHIA,WV,In Progress,,7:00:00 PM,10
5355,KENTON,OH,Scheduled,1/30/2025,7:00:00 PM,12
7339,GROVETOWN,GA,Scheduled,1/30/2025,7:00:00 PM,8
57,WALNUT RIDGE,AR,In Progress,,7:00:00 PM,6
67,MENA,AR,In Progress,,7:00:00 PM,12
105,CORINTH,MS,Scheduled,1/30/2025,7:00:00 PM,12
2056,SARATOGA SPRINGS,NY,In Progress,,7:00:00 PM,12
2234,ROME,NY,In Progress,,7:00:00 PM,12
2758,PLYMOUTH,NH,In Progress,,7:00:00 PM,8
3332,FULTON,NY,In Progress,,7:00:00 PM,12
625,GEORGETOWN,SC,In Progress,,7:00:00 PM,8
1072,TIFTON,GA,In Progress,,7:00:00 PM,11
2129,CLEARFIELD,PA,In Progress,,7:00:00 PM,12
2193,STEUBENVILLE,OH,In Progress,,7:00:00 PM,12
2654,TOMPKINSVILLE,KY,In Progress,,7:00:00 PM,11
3206,LIMA,OH,In Progress,,7:00:00 PM,12
3485,BLAIRSVILLE,GA,In Progress,,7:00:00 PM,12
141,FORT SMITH,AR,In Progress,,7:00:00 PM,10
171,CAMDEN,AR,In Progress,,7:00:00 PM,8
2135,COBLESKILL,NY,In Progress,,7:00:00 PM,6
2634,GORHAM,NH,In Progress,,7:00:00 PM,10
472,BROKEN ARROW,OK,In Progress,,7:00:00 PM,12
1199,AVON,CO,Scheduled,1/23/2025,7:00:00 PM,12
1453,GREEN BAY,WI,Scheduled,9/16/2024,7:00:00 PM,12
7281,SAN ANGELO,TX,In Progress,,7:00:00 PM,12
2,HARRISON,AR,In Progress,,7:00:00 PM,6
10,TAHLEQUAH,OK,In Progress,,7:00:00 PM,12
11,MOUNTAIN HOME,AR,In Progress,,7:00:00 PM,12
12,CLAREMORE,OK,In Progress,,7:00:00 PM,12
13,CARTHAGE,MO,In Progress,,7:00:00 PM,8
14,LEBANON,MO,In Progress,,7:00:00 PM,9
15,WEST PLAINS,MO,In Progress,,7:00:00 PM,8
17,NEOSHO,MO,In Progress,,7:00:00 PM,5
20,CLINTON,MO,In Progress,,7:00:00 PM,8
22,PRYOR,OK,In Progress,,7:00:00 PM,8
26,LEAVENWORTH,KS,In Progress,,7:00:00 PM,12
28,MIAMI,OK,In Progress,,7:00:00 PM,9
32,BRANSON,MO,In Progress,,7:00:00 PM,12
34,NEVADA,MO,In Progress,,7:00:00 PM,12
35,MANHATTAN,KS,In Progress,,7:00:00 PM,11
40,MOBERLY,MO,In Progress,,7:00:00 PM,8
44,ELDON,MO,In Progress,,7:00:00 PM,5
46,BOLIVAR,MO,In Progress,,7:00:00 PM,7
48,MONETT,MO,In Progress,,7:00:00 PM,9
56,AVA,MO,In Progress,,7:00:00 PM,5
59,JOPLIN,MO,In Progress,,7:00:00 PM,12
65,SULLIVAN,MO,In Progress,,7:00:00 PM,10
76,BERRYVILLE,AR,In Progress,,7:00:00 PM,3
78,MARSHFIELD,MO,In Progress,,7:00:00 PM,5
79,JOPLIN,MO,In Progress,,7:00:00 PM,12
86,SPRINGFIELD,MO,In Progress,,7:00:00 PM,7
88,MOUNTAIN GROVE,MO,In Progress,,7:00:00 PM,12
89,CAMDENTON,MO,In Progress,,7:00:00 PM,7
90,GROVE,OK,In Progress,,7:00:00 PM,12
92,AURORA,MO,In Progress,,7:00:00 PM,7
96,HARRISONVILLE,MO,In Progress,,7:00:00 PM,9
101,ROLLA,MO,In Progress,,7:00:00 PM,12
103,SHAWNEE,OK,In Progress,,7:00:00 PM,12
108,GUTHRIE,OK,In Progress,,7:00:00 PM,4
109,CAMERON,MO,In Progress,,7:00:00 PM,7
121,OKMULGEE,OK,In Progress,,7:00:00 PM,12
129,ARDMORE,OK,In Progress,,7:00:00 PM,10
136,BLACKWELL,OK,In Progress,,7:00:00 PM,10
137,STILLWATER,OK,In Progress,,7:00:00 PM,11
138,SPRINGFIELD,MO,In Progress,,7:00:00 PM,12
140,LUFKIN,TX,In Progress,,7:00:00 PM,3
145,BOWLING GREEN,MO,In Progress,,7:00:00 PM,8
146,GILMER,TX,In Progress,,7:00:00 PM,12
147,DENISON,TX,In Progress,,7:00:00 PM,12
148,PARIS,TX,In Progress,,7:00:00 PM,12
150,WOODWARD,OK,In Progress,,7:00:00 PM,12
152,DE SOTO,MO,In Progress,,7:00:00 PM,6
158,BONHAM,TX,In Progress,,7:00:00 PM,10
159,COLUMBIA,MO,In Progress,,7:00:00 PM,8
163,NACOGDOCHES,TX,In Progress,,7:00:00 PM,12
165,HENDERSON,TX,In Progress,,7:00:00 PM,12
168,OWASSO,OK,In Progress,,7:00:00 PM,9
178,ALVA,OK,In Progress,,7:00:00 PM,8
180,JACKSONVILLE,TX,In Progress,,7:00:00 PM,12
184,BLUE SPRINGS,MO,In Progress,,7:00:00 PM,10
185,GAINESVILLE,TX,In Progress,,7:00:00 PM,12
186,EL DORADO,KS,In Progress,,7:00:00 PM,12
