Store#,16' Train,8' Train,CRAYOLA ENDCAP,WRITING ENDCAP,HV DUMP BIN CRAYOLA,HV DUMP BIN NEWELL,8' OLDER STUDENT TRAIN,OLDER STUDENT TRAIN ENDCAPS
1129,Yes,No,Yes,Yes,No,Yes,No,No
1130,No,Yes,No,Yes,No,No,No,No
1131,No,Yes,Yes,Yes,No,No,No,No
1132,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1133,Yes,No,Yes,Yes,Yes,No,No,No
1134,Yes,No,Yes,Yes,No,No,No,No
1135,Yes,No,Yes,Yes,Yes,No,No,No
1136,Yes,No,Yes,Yes,No,No,No,No
1137,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1138,Yes,No,No,Yes,Yes,No,Yes,Yes
1139,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1140,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1141,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1142,No,No,No,No,No,No,No,No
1143,No,Yes,No,No,No,No,No,No
1144,No,Yes,Yes,Yes,Yes,Yes,No,No
1146,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1147,No,No,No,No,No,No,No,No
1148,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1149,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1150,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1151,Yes,No,Yes,Yes,Yes,Yes,No,No
1152,No,Yes,Yes,Yes,Yes,No,No,No
1153,Yes,No,Yes,Yes,No,No,No,No
1154,Yes,No,Yes,Yes,No,No,No,No
1155,No,No,No,No,No,No,No,No
1156,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1157,No,Yes,Yes,Yes,No,No,No,No
1158,No,Yes,Yes,Yes,No,No,No,No
1159,No,Yes,Yes,Yes,No,No,No,No
1160,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1161,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1162,Yes,No,Yes,Yes,Yes,No,No,No
1163,Yes,No,Yes,Yes,No,No,Yes,Yes
1164,Yes,No,Yes,Yes,No,No,No,No
1165,Yes,No,No,No,Yes,No,No,No
1166,No,Yes,Yes,Yes,No,No,No,No
1167,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1168,Yes,No,Yes,Yes,No,No,No,No
1169,No,No,No,No,No,No,No,No
1170,No,Yes,Yes,Yes,No,No,No,No
1171,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1172,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1173,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1174,No,No,No,No,No,No,No,No
1175,No,Yes,Yes,Yes,No,No,Yes,Yes
1176,No,Yes,No,No,No,No,No,No
1177,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1178,Yes,No,No,No,No,Yes,Yes,Yes
1179,Yes,No,Yes,Yes,Yes,No,No,No
1180,Yes,No,Yes,Yes,Yes,No,No,No
1181,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1182,Yes,No,Yes,Yes,Yes,Yes,No,No
1183,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1184,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1185,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1186,Yes,No,Yes,Yes,Yes,No,No,No
1187,No,Yes,No,No,No,No,No,No
1188,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1189,No,No,No,No,No,No,No,No
1190,Yes,No,Yes,Yes,No,No,No,No
1191,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1192,Yes,No,Yes,Yes,No,No,No,No
1193,No,Yes,Yes,Yes,No,No,Yes,Yes
1194,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1195,Yes,No,Yes,Yes,Yes,No,No,No
1196,No,Yes,No,Yes,No,Yes,No,No
1197,Yes,No,Yes,Yes,No,No,No,No
1198,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1199,Yes,No,No,Yes,Yes,No,Yes,Yes
1200,Yes,No,No,Yes,Yes,No,No,No
1201,Yes,No,Yes,Yes,No,No,No,No
1202,Yes,No,Yes,Yes,No,Yes,No,No
1203,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1204,No,No,No,No,No,No,Yes,Yes
1205,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1206,Yes,No,Yes,Yes,Yes,Yes,No,No
1207,Yes,No,Yes,Yes,No,No,No,No
1209,Yes,No,Yes,Yes,Yes,No,No,No
1210,Yes,No,Yes,Yes,No,No,No,No
1211,No,Yes,Yes,Yes,No,No,No,No
1212,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1213,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1214,No,Yes,No,Yes,No,No,No,No
1215,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1216,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1217,Yes,No,Yes,Yes,No,No,No,No
1218,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1219,Yes,No,Yes,Yes,No,No,No,No
1220,No,No,No,No,No,No,No,No
1221,Yes,No,Yes,Yes,Yes,Yes,No,No
1222,Yes,No,No,No,Yes,Yes,Yes,Yes
1223,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1224,Yes,No,Yes,Yes,Yes,Yes,No,No
1225,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1226,No,Yes,Yes,Yes,No,No,No,No
1227,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1228,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1229,Yes,No,Yes,Yes,Yes,No,No,No
1230,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1231,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1232,Yes,No,Yes,Yes,Yes,Yes,No,No
1233,No,Yes,No,No,Yes,Yes,Yes,Yes
1234,No,Yes,Yes,Yes,No,No,No,No
1235,Yes,No,Yes,Yes,Yes,No,No,No
1236,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1237,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1238,No,No,No,No,No,No,No,No
1239,No,Yes,Yes,Yes,Yes,No,No,No
1240,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1241,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1242,Yes,No,Yes,Yes,No,No,No,No
1243,Yes,No,Yes,No,No,No,No,No
1244,Yes,No,Yes,Yes,Yes,No,No,No
1245,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1247,Yes,No,Yes,Yes,No,No,Yes,Yes
1248,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1249,Yes,No,Yes,Yes,Yes,Yes,No,No
1252,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1253,Yes,No,Yes,Yes,Yes,Yes,No,No
1254,Yes,No,Yes,Yes,Yes,Yes,No,No
1255,Yes,No,Yes,Yes,No,No,No,No
1256,Yes,No,Yes,Yes,No,Yes,No,No
1257,No,Yes,No,No,No,No,No,No
1259,Yes,No,Yes,Yes,Yes,No,No,No
1260,No,Yes,Yes,Yes,Yes,No,No,No
1261,No,No,No,No,No,No,No,No
1263,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1264,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1265,Yes,No,Yes,Yes,No,No,No,No
1266,Yes,No,Yes,Yes,Yes,No,No,No
1267,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1268,Yes,No,Yes,Yes,No,No,No,No
1270,Yes,No,Yes,Yes,No,No,No,No
1271,No,Yes,Yes,Yes,Yes,No,No,No
1272,No,Yes,Yes,Yes,Yes,No,No,No
1273,Yes,No,No,No,Yes,Yes,Yes,Yes
1274,No,Yes,No,No,Yes,No,No,No
1275,No,Yes,No,No,No,No,No,No
1276,Yes,No,No,Yes,No,No,No,No
1277,No,Yes,No,No,No,No,No,No
1279,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1280,Yes,No,Yes,Yes,Yes,No,No,No
1281,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1282,No,Yes,No,Yes,No,No,No,No
1283,Yes,No,Yes,Yes,No,No,No,No
1284,Yes,No,Yes,Yes,Yes,No,No,No
1285,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1286,No,Yes,Yes,Yes,No,No,No,No
1287,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1288,Yes,No,Yes,Yes,Yes,No,No,No
1289,Yes,No,Yes,Yes,No,No,No,No
1290,Yes,No,Yes,Yes,No,No,Yes,Yes
1291,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1292,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1293,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1294,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1295,No,Yes,No,No,No,No,No,No
1296,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1297,No,Yes,Yes,Yes,Yes,No,No,No
1298,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1299,Yes,No,Yes,Yes,Yes,No,No,No
1300,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1301,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1302,Yes,No,Yes,Yes,No,No,Yes,Yes
1303,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1304,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1305,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1306,Yes,No,Yes,Yes,No,No,No,No
1307,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1308,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1309,Yes,No,Yes,Yes,Yes,No,No,No
1310,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1311,Yes,No,Yes,Yes,Yes,No,No,No
1312,No,No,No,No,No,No,No,No
1313,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1314,Yes,No,Yes,Yes,No,No,Yes,Yes
1315,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1316,No,Yes,No,No,No,No,No,No
1317,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1318,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1319,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1320,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1321,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1322,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1323,No,Yes,Yes,Yes,Yes,No,No,No
1324,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1325,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1326,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1327,Yes,No,Yes,Yes,No,No,No,No
1328,No,Yes,Yes,Yes,No,No,No,No
1329,Yes,No,Yes,Yes,Yes,No,No,No
1330,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1331,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1332,Yes,No,Yes,Yes,Yes,No,No,No
1333,Yes,No,Yes,Yes,No,No,No,No
1335,No,Yes,No,No,No,No,No,No
1336,No,Yes,Yes,Yes,No,No,No,No
1337,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1338,No,Yes,Yes,Yes,No,No,No,No
1339,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1340,Yes,No,No,No,No,No,No,No
1341,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1342,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1344,Yes,No,Yes,Yes,Yes,No,No,No
1345,Yes,No,Yes,Yes,Yes,No,No,No
1346,Yes,No,Yes,Yes,Yes,No,No,No
1347,Yes,No,Yes,Yes,Yes,Yes,No,No
1348,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1349,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1350,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1351,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1352,No,Yes,Yes,Yes,No,No,No,No
1353,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1354,Yes,No,Yes,Yes,Yes,No,No,No
1355,Yes,No,Yes,Yes,No,No,Yes,Yes
1356,No,Yes,Yes,Yes,Yes,No,No,No
1357,No,Yes,No,No,Yes,Yes,No,No
1358,No,Yes,Yes,Yes,No,No,No,No
1359,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1360,No,Yes,Yes,Yes,No,No,No,No
1361,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1363,No,Yes,Yes,Yes,Yes,No,No,No
1364,Yes,No,Yes,Yes,Yes,No,No,No
1365,No,Yes,No,Yes,No,No,No,No
1366,No,Yes,No,Yes,No,No,No,No
1367,Yes,No,Yes,Yes,No,No,Yes,Yes
1368,Yes,No,Yes,Yes,No,No,No,No
1370,Yes,No,Yes,Yes,No,No,No,No
1371,Yes,No,Yes,Yes,No,Yes,No,No
1372,No,Yes,Yes,Yes,No,No,No,No
1373,No,No,No,No,No,No,No,No
1374,Yes,No,Yes,Yes,Yes,No,No,No
1375,No,No,No,No,No,No,No,No
1376,No,No,No,No,No,No,No,No
1377,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1378,Yes,No,Yes,Yes,No,No,Yes,Yes
1379,Yes,No,No,Yes,Yes,No,Yes,Yes
1380,No,Yes,Yes,Yes,No,No,No,No
1381,No,Yes,Yes,Yes,Yes,No,No,No
1382,Yes,No,Yes,Yes,No,No,Yes,Yes
1383,Yes,No,Yes,Yes,Yes,No,No,No
1384,No,Yes,Yes,Yes,No,No,No,No
1385,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1386,Yes,No,Yes,Yes,Yes,No,No,No
1387,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1388,Yes,No,Yes,Yes,Yes,No,No,No
1389,No,Yes,No,Yes,No,No,No,No
1390,No,Yes,No,No,No,No,Yes,Yes
1391,No,Yes,Yes,Yes,No,No,No,No
1392,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1393,No,Yes,Yes,Yes,Yes,No,No,No
1394,Yes,No,Yes,Yes,No,No,Yes,Yes
1395,No,Yes,Yes,Yes,No,No,No,No
1396,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1397,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1398,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1399,No,Yes,Yes,Yes,Yes,No,No,No
1400,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1401,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1403,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1404,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1405,Yes,No,Yes,Yes,Yes,Yes,No,No
1406,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1407,Yes,No,Yes,Yes,No,No,No,No
1408,Yes,No,Yes,Yes,No,No,No,No
1409,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1410,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1411,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1412,No,Yes,No,Yes,No,No,Yes,Yes
1413,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1414,Yes,No,Yes,Yes,No,No,No,No
1415,Yes,No,Yes,Yes,No,No,No,No
1416,No,Yes,Yes,Yes,No,No,No,No
1417,Yes,No,Yes,Yes,No,No,No,No
1418,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1419,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1420,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1421,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1422,No,Yes,Yes,Yes,No,No,No,No
1423,No,Yes,Yes,Yes,No,No,No,No
1424,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1425,No,Yes,Yes,Yes,No,No,No,No
1426,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1427,Yes,No,Yes,Yes,Yes,No,No,No
1428,Yes,No,Yes,Yes,Yes,No,No,No
1429,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1430,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1431,Yes,No,Yes,Yes,No,No,No,No
1432,No,Yes,No,No,Yes,No,No,No
1433,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1434,Yes,No,No,Yes,No,No,No,No
1435,No,No,No,No,No,No,No,No
1436,No,No,No,No,No,No,No,No
1437,No,Yes,No,Yes,No,No,No,No
1438,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1439,No,No,No,No,No,No,No,No
1440,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1441,Yes,No,Yes,Yes,No,No,Yes,Yes
1442,No,Yes,No,No,No,No,No,No
1443,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1444,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1445,No,Yes,No,No,No,No,No,No
1446,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1447,Yes,No,Yes,Yes,Yes,No,No,No
1448,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1449,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1450,No,Yes,Yes,No,No,No,No,No
1451,No,Yes,No,Yes,No,No,No,No
1452,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1453,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1454,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1455,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1456,Yes,No,Yes,Yes,No,No,No,No
1457,No,Yes,No,Yes,No,No,No,No
1458,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1459,Yes,No,Yes,Yes,No,No,Yes,Yes
1460,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1461,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1462,No,Yes,Yes,Yes,No,No,No,No
1463,Yes,No,Yes,Yes,No,Yes,No,No
1464,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1465,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1466,No,Yes,Yes,Yes,No,No,No,No
1467,No,Yes,Yes,Yes,No,No,No,No
1468,Yes,No,Yes,Yes,Yes,No,No,No
1469,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1470,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1471,No,Yes,No,No,No,No,No,No
1472,Yes,No,Yes,Yes,Yes,No,No,No
1473,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1474,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1475,No,Yes,No,Yes,No,No,No,No
1476,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1477,No,Yes,Yes,Yes,No,No,No,No
1478,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1479,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1480,No,Yes,No,No,No,No,No,No
1481,Yes,No,Yes,Yes,No,No,No,No
1482,Yes,No,Yes,Yes,No,No,No,No
1483,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1485,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1486,Yes,No,Yes,Yes,Yes,No,No,No
1487,Yes,No,Yes,Yes,Yes,No,No,No
1488,Yes,No,Yes,Yes,No,No,Yes,Yes
1489,Yes,No,Yes,Yes,Yes,No,No,No
1490,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1491,Yes,No,Yes,Yes,Yes,No,No,No
1492,Yes,No,Yes,Yes,No,No,Yes,Yes
1493,No,No,No,No,No,No,No,No
1494,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1495,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1496,Yes,No,Yes,Yes,No,No,Yes,Yes
1497,Yes,No,Yes,Yes,Yes,Yes,No,No
1498,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1499,No,No,No,Yes,No,No,No,No
1500,Yes,No,Yes,Yes,Yes,Yes,No,No
1501,Yes,No,Yes,Yes,Yes,No,No,No
1502,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1503,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1504,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1505,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1506,No,Yes,No,Yes,No,No,No,No
1507,Yes,No,Yes,Yes,Yes,Yes,No,No
1508,Yes,No,No,Yes,No,No,Yes,Yes
1509,No,Yes,Yes,Yes,No,No,No,No
1510,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1511,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1512,No,Yes,Yes,Yes,Yes,No,No,No
1513,No,Yes,Yes,Yes,No,No,No,No
1514,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1515,Yes,No,Yes,Yes,No,No,Yes,Yes
1516,No,Yes,Yes,Yes,Yes,No,No,No
1517,No,Yes,Yes,Yes,Yes,No,No,No
1518,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1519,Yes,No,Yes,Yes,Yes,No,No,No
1520,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1521,Yes,No,Yes,No,No,No,No,No
1522,Yes,No,Yes,Yes,No,No,No,No
1523,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1524,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1525,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1526,No,Yes,Yes,Yes,No,No,No,No
1527,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1528,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1529,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1530,Yes,No,Yes,Yes,Yes,No,No,No
1531,Yes,No,Yes,Yes,Yes,Yes,No,No
1532,Yes,No,Yes,Yes,No,No,Yes,Yes
1533,Yes,No,Yes,Yes,No,No,Yes,Yes
1534,Yes,No,Yes,Yes,Yes,No,No,No
1535,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1536,No,Yes,No,No,No,No,Yes,Yes
1537,No,Yes,No,Yes,No,No,No,No
1538,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1539,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1540,No,No,No,Yes,No,No,No,No
1541,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1542,Yes,No,Yes,Yes,No,No,No,No
1543,Yes,No,Yes,Yes,No,No,Yes,Yes
1544,Yes,No,Yes,Yes,Yes,No,No,No
1545,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1546,No,Yes,No,No,No,No,No,No
1547,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1548,No,Yes,Yes,Yes,No,No,No,No
1549,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1551,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1552,Yes,No,Yes,Yes,Yes,No,No,No
1553,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1554,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1555,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1556,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1557,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1558,No,Yes,Yes,Yes,Yes,Yes,No,No
1559,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1560,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1561,Yes,No,Yes,Yes,Yes,No,No,No
1562,Yes,No,Yes,Yes,No,No,No,No
1563,Yes,No,Yes,Yes,Yes,Yes,No,No
1564,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1565,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1566,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1567,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1568,Yes,No,Yes,Yes,Yes,No,No,No
1569,Yes,No,Yes,Yes,Yes,No,No,No
1570,Yes,No,Yes,Yes,Yes,No,No,No
1571,Yes,No,No,Yes,No,No,No,No
1572,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1573,No,Yes,Yes,Yes,No,No,No,No
1574,Yes,No,Yes,Yes,No,No,Yes,Yes
1575,Yes,No,Yes,Yes,No,No,No,No
1576,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1577,Yes,No,No,No,Yes,No,No,No
1578,Yes,No,Yes,No,Yes,No,No,No
1579,No,Yes,Yes,Yes,No,No,No,No
1580,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1581,Yes,No,Yes,Yes,No,No,No,No
1583,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1584,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1585,No,Yes,Yes,Yes,No,No,Yes,Yes
1586,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1587,Yes,No,Yes,Yes,No,No,Yes,Yes
1588,Yes,No,No,No,Yes,No,Yes,Yes
1589,Yes,No,Yes,Yes,No,No,No,No
1590,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1591,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1592,No,Yes,Yes,Yes,No,No,No,No
1593,No,Yes,No,No,No,No,No,No
1594,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1595,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1596,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1597,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1598,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1599,No,Yes,Yes,Yes,Yes,No,No,No
1600,No,Yes,Yes,Yes,No,No,No,No
1601,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1602,Yes,No,Yes,Yes,Yes,Yes,No,No
1603,No,Yes,No,Yes,No,No,No,No
1604,Yes,No,Yes,Yes,No,No,Yes,Yes
1605,Yes,No,Yes,Yes,No,No,No,No
1606,Yes,No,No,No,Yes,No,Yes,Yes
1607,No,Yes,Yes,Yes,No,No,Yes,Yes
1608,No,Yes,Yes,Yes,No,No,No,No
1609,Yes,No,Yes,Yes,Yes,No,No,No
1610,Yes,No,Yes,Yes,Yes,No,No,No
1611,Yes,No,Yes,Yes,Yes,No,No,No
1612,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1613,Yes,No,Yes,Yes,Yes,No,No,No
1614,Yes,No,Yes,Yes,Yes,No,No,No
1615,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1616,No,No,No,Yes,No,No,No,No
1617,No,Yes,No,Yes,Yes,No,No,No
1618,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1619,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1620,No,Yes,Yes,Yes,No,No,No,No
1621,No,Yes,Yes,Yes,No,No,No,No
1622,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1623,Yes,No,Yes,Yes,No,No,Yes,Yes
1624,Yes,No,Yes,Yes,No,No,Yes,Yes
1625,No,Yes,Yes,Yes,No,No,No,No
1626,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1627,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1628,Yes,No,Yes,Yes,Yes,No,No,No
1629,No,No,No,No,No,No,No,No
1630,No,Yes,No,No,No,No,No,No
1631,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1632,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1633,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1634,Yes,No,Yes,Yes,Yes,No,No,No
1635,Yes,No,No,Yes,No,No,No,No
1636,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1637,Yes,No,Yes,Yes,No,No,No,No
1638,No,Yes,Yes,Yes,No,No,No,No
