Store#,16' Train,8' Train,CRAYOLA ENDCAP,WRITING ENDCAP,HV DUMP BIN CRAYOLA,HV DUMP BIN NEWELL,8' OLDER STUDENT TRAIN,OLDER STUDENT TRAIN ENDCAPS
2149,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2150,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2151,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2152,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2153,No,Yes,No,No,No,No,No,No
2154,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2155,Yes,No,Yes,Yes,Yes,No,No,No
2156,Yes,No,Yes,Yes,Yes,No,No,No
2157,Yes,No,Yes,Yes,No,No,No,No
2158,Yes,No,No,No,Yes,No,Yes,Yes
2159,Yes,No,Yes,Yes,No,No,Yes,Yes
2160,Yes,No,Yes,Yes,Yes,No,No,No
2161,Yes,No,Yes,Yes,No,Yes,No,No
2163,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2164,Yes,No,Yes,Yes,No,No,No,No
2166,Yes,No,Yes,Yes,Yes,No,No,No
2167,No,Yes,Yes,Yes,No,Yes,No,No
2169,Yes,No,Yes,Yes,No,No,No,No
2170,No,No,No,No,No,No,No,No
2174,Yes,No,Yes,Yes,No,No,Yes,Yes
2175,No,Yes,Yes,Yes,No,No,No,No
2176,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2177,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2178,No,Yes,No,Yes,No,No,No,No
2180,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2181,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2183,No,Yes,Yes,Yes,No,No,No,No
2184,Yes,No,Yes,Yes,Yes,No,No,No
2185,Yes,No,Yes,Yes,No,No,Yes,Yes
2187,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2188,Yes,No,Yes,Yes,No,No,No,No
2189,Yes,No,No,No,No,No,No,No
2190,No,No,No,Yes,No,No,No,No
2191,Yes,No,Yes,Yes,No,No,No,No
2192,No,Yes,Yes,Yes,No,No,No,No
2193,Yes,No,Yes,Yes,Yes,Yes,No,No
2194,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2195,Yes,No,Yes,Yes,No,Yes,No,No
2196,Yes,No,Yes,Yes,No,No,No,No
2197,Yes,No,No,No,No,Yes,Yes,Yes
2198,Yes,No,Yes,Yes,No,No,No,No
2199,Yes,No,Yes,Yes,Yes,Yes,No,No
2200,No,No,No,No,No,No,No,No
2201,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2202,Yes,No,Yes,Yes,Yes,No,No,No
2204,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2205,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2206,Yes,No,Yes,Yes,No,No,No,No
2208,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2209,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2210,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2211,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2213,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2214,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2215,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2218,Yes,No,Yes,Yes,No,Yes,No,No
2221,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2222,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2223,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2224,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2225,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2226,No,No,No,No,No,No,No,No
2227,Yes,No,Yes,Yes,No,No,No,No
2228,No,Yes,No,Yes,No,No,No,No
2230,No,Yes,Yes,Yes,Yes,No,No,No
2231,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2232,No,Yes,Yes,Yes,No,No,No,No
2233,Yes,No,No,No,No,Yes,Yes,Yes
2234,Yes,No,Yes,Yes,No,No,No,No
2236,No,Yes,Yes,Yes,Yes,No,No,No
2237,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2238,Yes,No,Yes,Yes,Yes,No,No,No
2239,Yes,No,Yes,Yes,Yes,Yes,No,No
2240,No,No,No,No,No,No,No,No
2241,Yes,No,Yes,Yes,Yes,No,No,No
2242,No,No,No,No,No,No,No,No
2243,Yes,No,No,No,Yes,Yes,Yes,Yes
2244,No,Yes,Yes,Yes,Yes,No,No,No
2245,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2247,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2248,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2249,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2250,Yes,No,Yes,Yes,Yes,No,No,No
2251,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2252,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2253,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2254,No,Yes,Yes,Yes,No,No,No,No
2255,Yes,No,Yes,Yes,Yes,No,No,No
2256,No,Yes,Yes,Yes,No,Yes,No,No
2257,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2258,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2259,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2261,Yes,No,Yes,Yes,No,No,Yes,Yes
2262,Yes,No,Yes,No,Yes,No,No,No
2263,Yes,No,Yes,Yes,No,No,No,No
2264,Yes,No,No,Yes,No,No,No,No
2265,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2266,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2267,No,Yes,Yes,Yes,Yes,No,No,No
2269,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2270,No,Yes,Yes,Yes,No,Yes,Yes,Yes
2271,No,Yes,No,Yes,Yes,No,Yes,Yes
2272,No,Yes,Yes,Yes,No,No,No,No
2273,Yes,No,Yes,Yes,Yes,No,No,No
2274,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2275,Yes,No,Yes,Yes,No,No,No,No
2276,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2278,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2279,Yes,No,Yes,Yes,No,No,No,No
2280,Yes,No,Yes,Yes,No,No,Yes,Yes
2281,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2282,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2283,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2284,Yes,No,Yes,Yes,No,No,Yes,Yes
2285,Yes,No,Yes,Yes,Yes,No,No,No
2286,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2287,Yes,No,Yes,Yes,No,No,No,No
2288,Yes,No,Yes,Yes,Yes,No,No,No
2289,No,Yes,No,Yes,No,No,No,No
2291,Yes,No,Yes,Yes,Yes,Yes,No,No
2292,Yes,No,Yes,Yes,Yes,No,No,No
2293,No,Yes,No,Yes,No,No,No,No
2294,Yes,No,Yes,Yes,No,No,Yes,Yes
2295,Yes,No,Yes,Yes,Yes,No,No,No
2297,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2299,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2300,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2302,No,No,No,No,No,No,No,No
2306,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2307,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2308,No,Yes,No,No,No,No,Yes,Yes
2309,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2310,Yes,No,Yes,Yes,No,No,Yes,Yes
2311,Yes,No,Yes,Yes,Yes,Yes,No,No
2312,Yes,No,Yes,Yes,Yes,No,No,No
2313,Yes,No,Yes,Yes,Yes,No,No,No
2314,Yes,No,No,Yes,No,No,No,No
2315,No,Yes,Yes,Yes,Yes,No,No,No
2316,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2317,Yes,No,Yes,Yes,No,No,No,No
2318,No,Yes,Yes,Yes,No,No,No,No
2319,Yes,No,Yes,Yes,No,No,No,No
2320,No,Yes,No,No,No,No,No,No
2321,Yes,No,No,Yes,No,No,Yes,Yes
2322,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2323,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2325,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2326,No,Yes,No,Yes,No,No,No,No
2328,No,No,No,No,No,No,No,No
2329,No,Yes,No,Yes,No,No,No,No
2330,Yes,No,Yes,Yes,Yes,No,No,No
2331,No,No,No,No,No,No,No,No
2332,No,Yes,No,No,No,No,No,No
2333,Yes,No,Yes,Yes,Yes,No,No,No
2334,Yes,No,Yes,Yes,No,No,Yes,Yes
2335,Yes,No,No,No,Yes,No,No,No
2336,No,Yes,Yes,No,Yes,No,No,No
2337,No,Yes,Yes,Yes,Yes,No,No,No
2338,Yes,No,Yes,Yes,No,No,Yes,Yes
2339,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2340,Yes,No,Yes,Yes,Yes,No,No,No
2341,Yes,No,Yes,Yes,Yes,Yes,No,No
2346,No,No,No,No,No,No,No,No
2348,Yes,No,Yes,Yes,Yes,No,No,No
2350,Yes,No,Yes,Yes,Yes,No,No,No
2351,Yes,No,Yes,Yes,Yes,No,No,No
2352,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2354,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2355,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2357,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2358,Yes,No,Yes,Yes,No,No,No,No
2359,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2360,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2361,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2362,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2365,Yes,No,Yes,Yes,No,No,Yes,Yes
2366,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2367,Yes,No,Yes,Yes,No,No,No,No
2368,Yes,No,Yes,Yes,No,No,Yes,Yes
2369,Yes,No,Yes,Yes,No,No,No,No
2370,Yes,No,Yes,Yes,No,No,No,No
2371,Yes,No,Yes,Yes,No,No,Yes,Yes
2373,Yes,No,Yes,Yes,No,No,No,No
2385,Yes,No,Yes,Yes,Yes,No,No,No
2386,Yes,No,Yes,Yes,Yes,No,No,No
2387,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2388,No,Yes,Yes,No,No,No,No,No
2391,No,No,No,No,No,No,No,No
2393,No,No,No,No,No,No,No,No
2397,No,No,No,No,No,No,No,No
2398,No,No,No,Yes,No,No,No,No
2399,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2400,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2401,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2402,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2403,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2404,Yes,No,No,No,No,Yes,No,No
2405,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2412,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2414,No,No,No,No,No,No,No,No
2417,Yes,No,No,No,No,No,No,No
2418,No,Yes,No,No,No,No,No,No
2419,Yes,No,Yes,Yes,Yes,No,No,No
2420,Yes,No,Yes,Yes,Yes,No,No,No
2421,Yes,No,No,Yes,No,No,No,No
2422,No,Yes,Yes,Yes,No,No,No,No
2423,No,No,No,No,No,No,No,No
2424,No,Yes,No,No,No,No,No,No
2426,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2427,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2428,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2429,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2431,No,No,No,No,No,No,No,No
2432,No,Yes,Yes,Yes,Yes,No,No,No
2433,No,No,No,No,No,No,No,No
2434,Yes,No,Yes,Yes,No,Yes,No,No
2435,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2436,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2437,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2438,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2439,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2440,Yes,No,Yes,Yes,No,No,Yes,Yes
2441,Yes,No,No,No,No,No,No,No
2442,No,No,No,No,No,No,No,No
2443,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2444,Yes,No,Yes,Yes,No,No,No,No
2445,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2446,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2447,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2448,Yes,No,Yes,Yes,Yes,No,No,No
2449,No,No,No,No,No,No,No,No
2450,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2451,No,No,No,No,No,No,No,No
2452,Yes,No,Yes,Yes,No,No,No,No
2453,No,Yes,Yes,Yes,No,No,No,No
2455,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2457,Yes,No,Yes,Yes,Yes,No,No,No
2458,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2459,Yes,No,Yes,Yes,No,No,No,No
2460,Yes,No,Yes,Yes,No,No,No,No
2463,Yes,No,Yes,Yes,Yes,Yes,No,No
2464,Yes,No,Yes,Yes,Yes,No,No,No
2465,No,No,No,No,No,No,No,No
2468,No,No,No,No,No,No,No,No
2469,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2471,Yes,No,Yes,Yes,Yes,No,No,No
2472,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2473,Yes,No,Yes,Yes,No,No,Yes,Yes
2474,No,Yes,Yes,Yes,No,No,No,No
2475,Yes,No,Yes,Yes,Yes,Yes,No,No
2476,Yes,No,Yes,Yes,Yes,Yes,No,No
2477,Yes,No,Yes,Yes,No,No,No,No
2479,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2480,Yes,No,Yes,Yes,Yes,No,No,No
2481,No,Yes,Yes,Yes,No,No,No,No
2482,Yes,No,Yes,Yes,No,Yes,No,No
2483,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2484,Yes,No,Yes,Yes,No,No,No,No
2485,No,Yes,Yes,Yes,Yes,No,Yes,Yes
2486,No,No,No,No,No,No,No,No
2487,No,No,No,No,No,No,No,No
2488,No,No,No,No,No,No,No,No
2490,Yes,No,Yes,Yes,Yes,No,No,No
2491,Yes,No,Yes,Yes,Yes,Yes,No,No
2492,No,Yes,Yes,Yes,No,No,No,No
2493,No,Yes,Yes,Yes,Yes,No,No,No
2494,Yes,No,Yes,Yes,Yes,No,No,No
2495,Yes,No,Yes,Yes,No,No,No,No
2496,Yes,No,Yes,Yes,No,No,Yes,Yes
2497,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2499,No,No,No,No,No,No,No,No
2501,No,No,No,No,No,No,No,No
2502,No,Yes,Yes,Yes,No,No,No,No
2503,No,No,No,No,No,No,No,No
2504,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2505,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2506,Yes,No,Yes,Yes,Yes,No,No,No
2507,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2508,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2509,No,Yes,No,Yes,No,No,No,No
2510,No,Yes,No,No,No,No,No,No
2511,No,No,No,No,No,No,No,No
2512,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2513,No,Yes,No,No,No,No,No,No
2514,No,Yes,Yes,Yes,No,Yes,No,No
2515,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2516,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2517,No,No,No,No,No,No,No,No
2518,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2519,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2520,No,Yes,Yes,Yes,No,No,No,No
2522,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2523,No,No,No,No,No,No,No,No
2526,No,No,No,No,No,No,No,No
2527,Yes,No,Yes,Yes,Yes,No,No,No
2528,No,Yes,Yes,Yes,No,No,No,No
2529,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2531,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2532,Yes,No,Yes,Yes,Yes,Yes,No,No
2533,Yes,No,Yes,Yes,Yes,No,No,No
2534,Yes,No,Yes,Yes,Yes,Yes,No,No
2535,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2537,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2538,Yes,No,Yes,Yes,No,No,No,No
2539,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2540,No,Yes,No,No,No,No,No,No
2541,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2542,No,Yes,Yes,Yes,No,No,No,No
2543,Yes,No,Yes,Yes,No,No,No,No
2544,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2545,Yes,No,Yes,Yes,No,No,No,No
2546,No,No,No,No,No,No,No,No
2547,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2548,No,No,No,Yes,No,No,No,No
2549,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2550,Yes,No,Yes,Yes,No,No,No,No
2551,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2552,No,No,No,No,No,No,No,No
2553,Yes,No,Yes,Yes,No,No,No,No
2554,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2555,Yes,No,Yes,Yes,No,No,No,No
2556,No,Yes,Yes,Yes,No,No,Yes,Yes
2557,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2558,No,Yes,Yes,Yes,No,No,No,No
2559,Yes,No,No,No,No,Yes,Yes,Yes
2560,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2561,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2562,No,Yes,No,No,No,No,No,No
2563,No,Yes,No,Yes,No,No,No,No
2564,No,Yes,No,No,No,No,No,No
2565,Yes,No,Yes,Yes,No,No,No,No
2566,Yes,No,Yes,Yes,Yes,No,No,No
2567,Yes,No,Yes,Yes,Yes,Yes,No,No
2568,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2571,No,Yes,No,Yes,No,No,No,No
2572,No,Yes,Yes,Yes,No,Yes,No,No
2574,Yes,No,Yes,Yes,Yes,No,No,No
2575,Yes,No,Yes,Yes,Yes,No,No,No
2576,Yes,No,Yes,Yes,Yes,No,No,No
2577,Yes,No,No,No,Yes,No,Yes,Yes
2579,No,Yes,No,No,No,No,No,No
2580,Yes,No,Yes,Yes,No,No,No,No
2581,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2582,No,Yes,Yes,Yes,No,No,No,No
2583,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2584,Yes,No,No,No,Yes,No,No,No
2585,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2586,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2587,Yes,No,Yes,Yes,No,No,Yes,Yes
2588,No,Yes,Yes,Yes,No,No,No,No
2590,No,No,No,No,No,No,No,No
2591,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2592,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2593,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2594,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2595,Yes,No,Yes,Yes,No,No,Yes,Yes
2596,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2597,No,Yes,Yes,Yes,No,No,No,No
2598,Yes,No,Yes,Yes,Yes,No,No,No
2599,Yes,No,Yes,Yes,Yes,Yes,No,No
2600,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2603,No,Yes,Yes,Yes,No,No,No,No
2604,Yes,No,Yes,Yes,No,No,No,No
2605,Yes,No,Yes,Yes,Yes,No,No,No
2607,No,Yes,No,Yes,No,No,No,No
2608,No,Yes,Yes,Yes,No,No,No,No
2609,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2610,No,Yes,Yes,Yes,No,No,No,No
2611,No,Yes,Yes,Yes,No,No,No,No
2612,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2613,Yes,No,Yes,Yes,No,Yes,No,No
2614,Yes,No,Yes,Yes,Yes,No,No,No
2615,Yes,No,Yes,Yes,Yes,No,No,No
2616,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2617,No,Yes,Yes,Yes,No,No,No,No
2618,Yes,No,Yes,Yes,No,No,Yes,Yes
2619,Yes,No,Yes,Yes,Yes,Yes,No,No
2620,No,Yes,Yes,Yes,No,No,No,No
2621,Yes,No,Yes,Yes,Yes,No,No,No
2626,Yes,No,Yes,Yes,No,No,No,No
2627,Yes,No,Yes,Yes,No,No,Yes,Yes
2628,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2629,Yes,No,Yes,Yes,Yes,No,No,No
2630,Yes,No,Yes,Yes,Yes,No,No,No
2631,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2632,No,No,No,No,No,No,No,No
2633,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2634,No,No,No,No,No,No,No,No
2636,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2637,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2638,No,Yes,No,No,Yes,No,No,No
2639,No,Yes,Yes,Yes,No,No,No,No
2640,No,Yes,Yes,Yes,Yes,No,No,No
2641,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2642,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2643,Yes,No,Yes,Yes,Yes,Yes,No,No
2644,Yes,No,Yes,Yes,Yes,No,No,No
2645,No,Yes,No,Yes,No,No,No,No
2646,No,Yes,Yes,Yes,No,No,No,No
2647,No,No,No,No,No,No,No,No
2648,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2649,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2650,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2651,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2652,No,Yes,No,No,No,No,No,No
2653,No,Yes,Yes,Yes,No,No,No,No
2654,No,Yes,No,No,No,No,No,No
2656,Yes,No,No,Yes,No,No,No,No
2658,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2659,No,No,No,No,No,No,No,No
2660,No,Yes,Yes,Yes,Yes,No,No,No
2662,No,Yes,No,Yes,No,No,No,No
2663,No,Yes,Yes,Yes,No,No,No,No
2664,No,Yes,No,No,No,No,No,No
2665,Yes,No,Yes,Yes,Yes,Yes,No,No
2666,No,Yes,Yes,Yes,No,No,No,No
2667,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2668,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2671,Yes,No,Yes,Yes,No,No,Yes,Yes
2672,No,Yes,Yes,No,No,No,No,No
2674,No,Yes,Yes,No,Yes,No,No,No
2678,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2679,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2680,No,No,No,No,No,No,No,No
2681,No,Yes,No,No,No,No,No,No
2682,No,Yes,No,Yes,No,No,No,No
2683,No,Yes,No,Yes,No,No,No,No
2684,No,Yes,No,Yes,No,No,No,No
2686,No,No,No,No,No,No,No,No
2687,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2688,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2689,No,No,No,No,No,No,No,No
2690,No,Yes,Yes,Yes,Yes,No,No,No
2691,Yes,No,Yes,Yes,Yes,No,No,No
2692,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2693,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2694,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2695,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2696,No,Yes,Yes,Yes,No,No,No,No
2697,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2699,No,No,No,No,No,No,No,No
2700,Yes,No,Yes,Yes,Yes,No,No,No
2702,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2703,Yes,No,Yes,Yes,No,No,No,No
2704,Yes,No,Yes,Yes,No,No,No,No
2705,Yes,No,Yes,Yes,No,No,No,No
2706,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2708,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2711,No,No,No,No,No,No,No,No
2712,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2713,Yes,No,Yes,Yes,Yes,No,No,No
2714,Yes,No,Yes,Yes,Yes,No,No,No
2715,Yes,No,Yes,Yes,No,No,No,No
2716,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2717,No,No,No,Yes,No,No,No,No
2718,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2719,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2720,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2721,No,No,No,No,No,No,No,No
2722,Yes,No,Yes,Yes,Yes,No,No,No
2723,No,No,No,Yes,No,No,No,No
2724,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2725,Yes,No,Yes,Yes,No,No,Yes,Yes
2726,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2727,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2728,Yes,No,Yes,Yes,Yes,Yes,No,No
2729,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2730,No,Yes,Yes,Yes,No,No,No,No
2732,Yes,No,Yes,Yes,Yes,No,No,No
2733,Yes,No,Yes,Yes,No,No,No,No
2734,Yes,No,Yes,Yes,No,No,No,No
2735,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2739,No,Yes,Yes,Yes,No,No,No,No
2740,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2745,No,No,No,No,No,No,No,No
2747,Yes,No,Yes,Yes,Yes,No,No,No
2749,No,Yes,No,Yes,No,No,No,No
2751,Yes,No,Yes,Yes,No,No,Yes,Yes
2752,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2753,No,Yes,No,No,No,No,No,No
2754,No,Yes,Yes,Yes,No,No,No,No
2755,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2756,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2757,Yes,No,Yes,Yes,No,No,Yes,Yes
2758,No,Yes,No,No,No,No,No,No
2760,No,No,No,No,No,No,No,No
2761,Yes,No,Yes,Yes,No,No,No,No
2762,No,Yes,Yes,Yes,No,No,No,No
2763,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2764,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2765,No,Yes,No,No,Yes,Yes,No,No
2766,Yes,No,Yes,Yes,No,Yes,No,No
2767,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2768,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2769,Yes,No,Yes,Yes,Yes,No,No,No
2771,No,No,No,No,No,No,No,No
2772,No,Yes,Yes,Yes,No,No,No,No
2773,No,No,No,No,No,No,No,No
2774,No,Yes,Yes,Yes,Yes,No,No,No
2777,No,No,No,No,No,No,No,No
2778,No,Yes,No,Yes,No,No,No,No
2780,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2781,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2782,No,Yes,No,No,No,No,No,No
2783,No,No,No,No,No,No,No,No
2784,No,Yes,Yes,Yes,No,No,No,No
2785,No,Yes,Yes,Yes,No,No,No,No
2786,Yes,No,Yes,Yes,No,Yes,Yes,Yes
