Club Number,Device Description,Serial Number,FedEx Tracking #,Date Shipped,
4702,SM1,23A1E070,560726482650,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482650&locale=en_US&cntry_code=us
4702,SM1,24B80684,560726482650,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482650&locale=en_US&cntry_code=us
4702,SM1,23781166,560726482650,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482650&locale=en_US&cntry_code=us
4702,SM1,24CCD083,560726482650,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482650&locale=en_US&cntry_code=us
4702,SM1,2380065F,560726482650,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482650&locale=en_US&cntry_code=us
4704,SM1,23A48A41,511595769474,12/3/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595769474&locale=en_US&cntry_code=us
4704,SM1,22E3FB13,542048574581,1/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048574581&locale=en_US&cntry_code=us
4704,SM1,22D54941,542048574581,1/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048574581&locale=en_US&cntry_code=us
4704,SM1,22D4F84D,542048574581,1/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048574581&locale=en_US&cntry_code=us
4704,SM1,22BB7B1C,542048574581,1/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048574581&locale=en_US&cntry_code=us
4704,SM1,22B49777,542048574581,1/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048574581&locale=en_US&cntry_code=us
4709,SM1,23A0FF90,511595756772,11/23/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595756772&locale=en_US&cntry_code=us
4709,SM1,2380AE1B,511595756772,11/23/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595756772&locale=en_US&cntry_code=us
4709,SM1,237884F0,511595756772,11/23/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595756772&locale=en_US&cntry_code=us
4709,SM1,233D21F3,511595796294,1/3/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595796294&locale=en_US&cntry_code=us
4709,SM1,24C93185,511595796294,1/3/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595796294&locale=en_US&cntry_code=us
4709,SM1,24C17F96,511595796342,1/3/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595796342&locale=en_US&cntry_code=us
4709,SM1,23482521,511595796342,1/3/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595796342&locale=en_US&cntry_code=us
4709,SM1,2346FFC7,511595796342,1/3/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595796342&locale=en_US&cntry_code=us
4709,SM1,2342B3AF,511595796342,1/3/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595796342&locale=en_US&cntry_code=us
4709,SM1,234129D4,511595796342,1/3/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595796342&locale=en_US&cntry_code=us
4709,SM1,2333F092,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,2335A352,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,233A4E23,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,24C06F84,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,233CE17B,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,233E13E6,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,23406065,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,24C23B09,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,234487A6,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,2344AE12,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,23491AC5,511595835126,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835126&locale=en_US&cntry_code=us
4709,SM1,233EAD2C,511595835251,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835251&locale=en_US&cntry_code=us
4709,SM1,23339C3B,511595835251,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835251&locale=en_US&cntry_code=us
4709,SM1,2333BCC2,511595835207,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835207&locale=en_US&cntry_code=us
4709,SM1,2339094C,511595835230,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835230&locale=en_US&cntry_code=us
4709,SM1,233943FA,511595835230,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835230&locale=en_US&cntry_code=us
4709,SM1,2347404B,511595835230,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835230&locale=en_US&cntry_code=us
4709,SM1,23772621,511595835230,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835230&locale=en_US&cntry_code=us
4709,SM1,237D27EC,511595835230,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835230&locale=en_US&cntry_code=us
4709,SM1,23867313,511595835230,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835230&locale=en_US&cntry_code=us
4709,SM1,239A3B64,511595835230,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835230&locale=en_US&cntry_code=us
4709,SM1,24C7092F,511595835230,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835230&locale=en_US&cntry_code=us
4711,SM1,2343FEB4,560726482569,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482569&locale=en_US&cntry_code=us
4711,SM1,23427E05,560726482569,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482569&locale=en_US&cntry_code=us
4711,SM1,233DA28F,560726482569,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482569&locale=en_US&cntry_code=us
4711,SM1,233A07EC,560726482569,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482569&locale=en_US&cntry_code=us
4711,SM1,2345D559,560726482569,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482569&locale=en_US&cntry_code=us
4712,SM1,2335D288,560726479426,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726479426&locale=en_US&cntry_code=us
4712,SM1,2341B6CB,560726479426,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726479426&locale=en_US&cntry_code=us
4712,SM1,2341C4C1,560726479426,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726479426&locale=en_US&cntry_code=us
4712,SM1,233F8B38,560726479426,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726479426&locale=en_US&cntry_code=us
4712,SM1,2348979F,560726479426,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726479426&locale=en_US&cntry_code=us
4712,SM1,23485151,560726479426,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726479426&locale=en_US&cntry_code=us
4712,SM1,24C1AEAD,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,2340ABB8,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,233DE4B6,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,233BE6A6,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,233446AC,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,2339579A,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,2339D6E5,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,233B77F7,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,233A8B43,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,24CD46B7,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4712,SM1,2348352F,560726482694,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482694&locale=en_US&cntry_code=us
4713,SM1,238AD1B3,526786252663,10/15/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=526786252663&locale=en_US&cntry_code=us
4713,SM1,237BF1A7,526786252663,10/15/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=526786252663&locale=en_US&cntry_code=us
4713,SM1,8CAE44B,542048485520,12/7/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048485520&locale=en_US&cntry_code=us
4713,SM1,233F5A7C,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,2343BB67,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,233CD5FA,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,23352F80,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,2334A501,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,23447701,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,234636A0,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,23470912,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,23485CDE,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,233D2E33,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,238B77E1,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4713,SM1,24BCC68E,560726482591,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482591&locale=en_US&cntry_code=us
4718,SM1,239A24AE,511595835229,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835229&locale=en_US&cntry_code=us
4718,SM1,23987C75,511595835229,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835229&locale=en_US&cntry_code=us
4718,SM1,24C6185F,511595835229,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835229&locale=en_US&cntry_code=us
4718,SM1,8C5E47D,511595835229,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835229&locale=en_US&cntry_code=us
4718,SM1,8CAE497,511595835229,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835229&locale=en_US&cntry_code=us
4718,SM1,23933791,511595835229,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835229&locale=en_US&cntry_code=us
4718,SM1,23834AF8,511595835229,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835229&locale=en_US&cntry_code=us
4718,SM1,237EC89E,511595835229,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835229&locale=en_US&cntry_code=us
4718,SM1,2377F880,511595835229,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835229&locale=en_US&cntry_code=us
4718,SM1,237F13FC,560726482606,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482606&locale=en_US&cntry_code=us
4718,SM1,23859357,560726482606,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482606&locale=en_US&cntry_code=us
4720,SM1,233BEA61,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4720,SM1,23427619,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4720,SM1,23446BDC,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4720,SM1,2347A382,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4720,SM1,2391C84F,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4720,SM1,23934BE1,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4720,SM1,24BBF12E,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4720,SM1,24BF1348,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4720,SM1,24C94D3C,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4720,SM1,24CC2A0C,560726477798,2/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726477798&locale=en_US&cntry_code=us
4721,SM1,23896588,986823185093,1/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=986823185093&locale=en_US&cntry_code=us
4721,SM1,237C5659,986823185093,1/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=986823185093&locale=en_US&cntry_code=us
4721,SM1,237AEBA4,986823185093,1/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=986823185093&locale=en_US&cntry_code=us
4721,SM1,238B3206,986823185093,1/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=986823185093&locale=en_US&cntry_code=us
4721,SM1,238D0B04,986823185093,1/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=986823185093&locale=en_US&cntry_code=us
4721,SM1,2339593B,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,233C295E,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,23444ACF,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,2346D80C,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,237F862B,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,2380EA87,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,238107A1,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,23877B99,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,238D4D6D,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,239F6226,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,24BFD917,511595835240,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835240&locale=en_US&cntry_code=us
4721,SM1,2394DCE3,560726482639,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482639&locale=en_US&cntry_code=us
4721,SM1,2377F1D6,560726482639,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482639&locale=en_US&cntry_code=us
4721,SM1,23778801,560726482639,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482639&locale=en_US&cntry_code=us
4721,SM1,24CB064A,560726482639,2/11/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726482639&locale=en_US&cntry_code=us
4722,SM1,24C8A527,511595763616,11/30/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595763616&locale=en_US&cntry_code=us
4722,SM1,238B2CAC,511595763616,11/30/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595763616&locale=en_US&cntry_code=us
4722,SM1,2383A41F,986823184866,1/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=986823184866&locale=en_US&cntry_code=us
4722,SM1,2397A639,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,239734BD,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,238E0608,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,238D3D65,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,238B29E5,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,2389AE81,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,2389752F,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,2384F75D,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,2380191E,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,2378BA40,511595835218,2/12/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595835218&locale=en_US&cntry_code=us
4722,SM1,24CAA701,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,24C6A6D3,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,24C240D4,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,24BA856B,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,238D8DF9,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,238C4DF6,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,237E2F9F,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,23810C0F,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,2382E441,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,23889BDF,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,23878B86,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,2385A922,560726486726,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486726&locale=en_US&cntry_code=us
4722,SM1,23831149,560726486760,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486760&locale=en_US&cntry_code=us
4722,SM1,2389195B,560726486760,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486760&locale=en_US&cntry_code=us
4722,SM1,2380ED4F,560726486760,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486760&locale=en_US&cntry_code=us
4722,SM1,24C00892,560726486760,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486760&locale=en_US&cntry_code=us
4722,SM1,237CD543,560726486760,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486760&locale=en_US&cntry_code=us
4722,SM1,24C61050,560726486760,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486760&locale=en_US&cntry_code=us
4722,SM1,237A18DE,560726486760,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486760&locale=en_US&cntry_code=us
4722,SM1,237A0D32,560726486760,2/14/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726486760&locale=en_US&cntry_code=us
4731,SM1,24C1EBD1,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,24C1C031,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,24BA6F0E,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,24B7EF3E,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,23A1522C,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,239C2E71,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,238BF8F1,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,23879330,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,2381DCD4,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,237F1B58,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,237E7457,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
4731,SM1,2340DC2F,560726511801,2/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726511801&locale=en_US&cntry_code=us
